,County,Population_Estimate,Population_Male,Population_Female,MEDIAN_AGE_TOT,Age017_Per_Pop_Est,Age1844_Per_Pop_Est,Age4554_Per_Pop_Est,Age_5564_Per_Pop_Est,Age_65_plus_Per_Pop_Est,Pop_Female_Ratio,Pop_Male_Ratio,State,Confirmed,Deaths,Active,Incidence_Rate,Lethality_Rate,FIPS,Public_Health_Region,Health_Service_Region,Metro_Area_Metro,Metro_Area_Non-Metro,NCHS_Urban_Rural_Classification_2013_Large Central Metro,NCHS_Urban_Rural_Classification_2013_Large Fringe Metro,NCHS_Urban_Rural_Classification_2013_Medium Metro,NCHS_Urban_Rural_Classification_2013_Micropolitan,NCHS_Urban_Rural_Classification_2013_Non-core,NCHS_Urban_Rural_Classification_2013_Small Metro,White,Black,American_Indian_Alaskan_Native,Asian,Native_Hawaiian_Other_Pacific_Islander,Two_Or_More_Races,White_Pop_Ratio,Black_Pop_Ratio,American_Indian_Alaskan_Native_Pop_Ratio,Asian_Pop_Ratio,Native_Hawaiian_Other_Pacific_Islander_Pop_Ratio,Two_Or_More_Races_Pop_Ratio,Social_Distancing_Score_B-,Social_Distancing_Score_C,Social_Distancing_Score_C-,Social_Distancing_Score_D,Social_Distancing_Score_D+,Social_Distancing_Score_D-,Social_Distancing_Score_F,Per_Capita_Income,Median_Household_Income,Percent_Population_Poverty,Percentage_High_School_Graduate_Or_Higher,Percentage_Bachelors_Degree_Or_Higher,Unemployment_Rate_Percentage,Land_Area,Percent_Urban,Percent_Rural,Trauma_Area_Letter,Service_Area_RAC,Trauma_Service_Area_Population_Estimate,Total_Staffed_Hospital_Beds,Available_Hospital_Beds,Available_ICU_Beds,Available_Ventilators,Total_Staffed_Hospital_Beds_Ratio,Available_Hospital_Beds_Ratio,Available_ICU_Beds_Ratio,Available_Ventilators_Ratio,Medicaid_Caseload,Nursing_Homes_With_Cases_In_HSR,Assisted_Living_Facilities_With_Cases_In_HSR,# Uninsured,Medicaid_Caseload_Ratio,Confirmed_Per_Capita,Deaths_Per_Capita,Population_Density
20,Brazos,229211,115425,113786,27.3,0.20629899961171147,0.5251624049456615,0.08927582009589417,0.0846207206460423,0.09464205470069063,0.49642469165964986,0.5035753083403501,Texas,3635.0,43.0,3592.0,1585.875023450009,1.1829436038514443,48041.0,7.0,7,1,0,0,0,0,0,0,1,182519,25612,1536,14398,290,4856,0.7962924990510927,0.1117398379658917,0.006701249067453133,0.06281548442264988,0.0012652097848707086,0.021185719708041936,0,0,0,0,0,1,0,39216,50113,23.2,85.6,39.8,3.1,586.1,87.94,12.06,N,Brazos_Valley_RAC_N,360335,533,123,8,42,0.0014791790972289675,0.00034134902243745404,2.220156243495636e-05,0.0001165582027835209,22256.0,87.0,45.0,32046,0.09709830680028446,0.01585875023450009,0.00018760007154979474,391.07831428083944
21,Brewster,9203,4689,4514,44.1,0.18254916874932087,0.3293491252852331,0.1107247636640226,0.13495599261110508,0.24242094969031838,0.4904922307943062,0.5095077692056939,Texas,176.0,1.0,175.0,1912.4198630881235,0.5681818181818182,48043.0,10.0,9/10,0,1,0,0,0,0,1,0,8496,153,170,160,13,211,0.9231772248179941,0.016625013582527437,0.018472237313919376,0.01738563511898294,0.0014125828534173638,0.022927306313158754,1,0,0,0,0,0,0,45652,45670,16.0,86.4,36.0,3.5,6183.8,65.13,34.87,J,Texas_J_RAC_J,526736,1754,770,48,172,0.0033299413748063547,0.0014618328726344887,9.112724400838371e-05,0.00032653929103004163,732.0,47.0,19.0,1435,0.07953928066934696,0.019124198630881235,0.00010866021949364337,1.4882434748859923
22,Briscoe,1546,769,777,46.1,0.19534282018111254,0.29301423027166884,0.11448900388098318,0.13583441138421734,0.2613195342820181,0.5025873221216042,0.4974126778783959,Texas,10.0,1.0,9.0,646.8305304010348,10.0,48045.0,1.0,1,0,1,0,0,0,0,1,0,1438,51,11,4,0,42,0.9301423027166882,0.032988357050452784,0.0071151358344113845,0.00258732212160414,0.0,0.027166882276843468,0,0,0,0,0,0,0,35243,44409,16.2,77.5,23.0,4.3,900.0,0.0,100.0,A,Panhandle_RAC_A,440127,1306,467,68,112,0.002967325340185901,0.001061057376620839,0.0001545008599790515,0.00025447200467137895,141.0,50.0,23.0,358,0.09120310478654592,0.00646830530401035,0.000646830530401035,1.7177777777777778
23,Brooks,7093,3616,3477,35.4,0.2749189341604399,0.33385027491893415,0.09347243761454956,0.11335119131538136,0.18440716199069504,0.49020160721838435,0.5097983927816157,Texas,65.0,1.0,64.0,916.3964472014662,1.5384615384615385,48047.0,11.0,11,0,1,0,0,0,0,1,0,6843,78,52,79,3,38,0.9647539827999436,0.010996757366417595,0.00733117157761173,0.01113774143521782,0.0004229522064006767,0.0053573946144085715,0,1,0,0,0,0,0,33861,30116,31.0,70.4,14.6,8.2,943.4,68.24,31.76,U,Coastal_Bend_RAC_U,630897,2350,1071,148,167,0.0037248552457849696,0.001697582965206682,0.00023458662824518106,0.00026470247916854893,2134.0,,,971,0.3008600028196814,0.009163964472014662,0.00014098406880022558,7.518549925800297
24,Brown,37864,18732,19132,41.4,0.21579864779209804,0.3232622015634904,0.11937460384534122,0.13767694908092118,0.20388759771814916,0.5052820621170505,0.4947179378829495,Texas,311.0,16.0,295.0,821.3606592013522,5.144694533762058,48049.0,2.0,2/3,0,1,0,0,0,1,0,0,34986,1544,334,304,32,664,0.9239911261356434,0.040777519543629834,0.00882104373547433,0.008028734417916754,0.0008451299387280794,0.017536446228607647,0,0,0,0,0,0,1,38830,47097,13.2,85.1,18.5,3.8,944.5,59.6,40.4,D,Big_Country_RAC_D,306972,1643,604,29,79,0.005352279686746674,0.001967606166034687,9.447115697848664e-05,0.0002573524621138084,5905.0,261.0,152.0,5491,0.15595288400591592,0.008213606592013522,0.0004225649693640397,40.08893594494442
25,Burleson,18443,9104,9339,44.0,0.21775199262592854,0.2939868784904842,0.12080464132733286,0.1577834408718755,0.2096730466843789,0.5063709808599469,0.49362901914005314,Texas,217.0,0.0,217.0,1176.5981673263568,0.0,48051.0,7.0,7,1,0,0,0,0,0,0,1,15471,2350,209,91,7,315,0.8388548500786206,0.12741961719893727,0.011332212763650165,0.004934121346852464,0.000379547795911728,0.01707965081602776,0,0,1,0,0,0,0,42629,53626,14.8,80.4,14.8,4.1,659.1,23.34,76.66,N,Brazos_Valley_RAC_N,360335,533,123,8,42,0.0014791790972289675,0.00034134902243745404,2.220156243495636e-05,0.0001165582027835209,2288.0,87.0,45.0,2834,0.12405790814943339,0.011765981673263568,0.0,27.982096798664845
26,Burnet,48155,23599,24556,44.8,0.2106530993666286,0.2912677811234555,0.11294777281694528,0.15672308171529437,0.22840826497767625,0.5099366628595161,0.49006333714048383,Texas,395.0,7.0,388.0,820.2678849548332,1.7721518987341773,48053.0,7.0,7,0,1,0,0,0,0,1,0,45360,982,584,462,43,724,0.9419582597861074,0.020392482608244212,0.012127504931990447,0.009594019312636278,0.0008929498494445021,0.015034783511577198,0,0,0,0,0,0,1,46516,56696,11.0,86.1,23.0,3.2,994.8,44.33,55.67,O,Capital _Area_Trauma_RAC_O,2375407,5534,563,50,253,0.002329706025114854,0.00023701201520413134,2.104902444086424e-05,0.00010650806367077304,5021.0,87.0,45.0,7566,0.10426746962932198,0.008202678849548334,0.00014536392897933754,48.40671491757137
27,Caldwell,43664,22029,21635,36.5,0.2324798460974716,0.37399230487358004,0.12092341517039208,0.12346555514840601,0.14913887871015025,0.4954882740930744,0.5045117259069256,Texas,993.0,7.0,986.0,2274.1846830340783,0.7049345417925479,48055.0,7.0,7,1,0,0,1,0,0,0,0,38795,2874,712,452,47,784,0.8884893733968486,0.06582081348479296,0.01630633931843166,0.010351777207768413,0.0010764016123122023,0.017955294979846097,0,0,0,0,0,0,1,33668,52588,14.1,79.1,14.7,3.9,545.2,57.71,42.29,O,Capital _Area_Trauma_RAC_O,2375407,5534,563,50,253,0.002329706025114854,0.00023701201520413134,2.104902444086424e-05,0.00010650806367077304,7265.0,87.0,45.0,7560,0.16638420666910955,0.022741846830340785,0.00016031513374862588,80.08804108584005
28,Calhoun,21290,10930,10360,39.1,0.23936120244246126,0.32738374823860966,0.11366838891498356,0.1325974635979333,0.18698919680601223,0.48661343353687175,0.5133865664631282,Texas,393.0,3.0,390.0,1845.937059652419,0.7633587786259541,48057.0,8.0,8,0,1,0,0,0,1,0,0,19012,666,184,1135,12,281,0.8930014091122592,0.031282292155941756,0.008642555190230154,0.05331141380930014,0.0005636449037106623,0.013198684828558009,0,0,0,0,0,0,1,38668,52085,14.2,80.5,15.4,5.8,506.8,55.27,44.73,S,Golden_Crescent_RAC_S,186672,525,122,17,47,0.0028124196451529957,0.0006535527556355533,9.106882660495414e-05,0.00025177852061369677,3078.0,128.0,55.0,3430,0.14457491780178489,0.01845937059652419,0.00014091122592766557,42.00868192580899
29,Callahan,13943,6915,7028,43.6,0.2189629204618805,0.29821415764182746,0.1194864806713046,0.15118697554328336,0.2121494656817041,0.5040522125797892,0.49594778742021084,Texas,38.0,2.0,36.0,272.5381912070573,5.263157894736842,48059.0,2.0,2/3,1,0,0,0,0,0,0,1,13205,237,132,97,13,259,0.9470702144445241,0.016997776662124365,0.00946711611561357,0.006956895933443305,0.0009323674962346697,0.01857562934805996,0,0,0,0,1,0,0,39392,50330,12.0,88.0,14.7,3.7,899.4,27.82,72.18,D,Big_Country_RAC_D,306972,1643,604,29,79,0.005352279686746674,0.001967606166034687,9.447115697848664e-05,0.0002573524621138084,1690.0,261.0,152.0,2065,0.12120777451050707,0.002725381912070573,0.00014344115326687227,15.50255726039582
30,Cameron,423163,206296,216867,32.3,0.2990526109324303,0.35139886993900693,0.11328022535051505,0.09777083535186205,0.13849745842618566,0.5124904587593906,0.4875095412406094,Texas,7846.0,169.0,7677.0,1854.1318593544327,2.153963803211828,48061.0,11.0,11,1,0,0,0,1,0,0,0,410776,3470,2880,3335,315,2387,0.9707275919681069,0.008200149824063068,0.006805888038415457,0.007881123822262344,0.0007443940042016906,0.005640852342950589,0,0,0,0,0,0,1,28756,38106,27.9,65.6,16.8,6.9,891.7,91.58,8.42,V,Lower_Rio_Grande_Valley_RAC_V,1385112,3307,949,226,181,0.0023875325605438404,0.0006851431508787737,0.0001631637008415204,0.0001306753533288283,106395.0,,,104621,0.25142793675250436,0.018541318593544333,0.00039937329114312926,474.5575866322754
31,Camp,13094,6362,6732,38.3,0.26332671452573697,0.30785092408736825,0.11142508018939973,0.1269283641362456,0.19046891706124944,0.5141286085229876,0.48587139147701236,Texas,184.0,2.0,182.0,1405.2237666106616,1.0869565217391304,48063.0,4.0,4/5N,0,1,0,0,0,0,1,0,10293,2166,126,137,23,349,0.7860852298762792,0.16541927600427678,0.00962272796700779,0.010462807392698946,0.0017565297082633266,0.026653429051473956,0,0,0,0,0,1,0,38660,43714,18.8,81.2,15.0,5.6,195.8,38.52,61.48,G,Piney_Woods_RAC_G,968611,1993,319,23,229,0.0020575855529206253,0.00032933757721107854,2.374534255753858e-05,0.00023642101937723192,2431.0,101.0,22.0,2214,0.18565755307774554,0.014052237666106613,0.0001527417137620284,66.87436159346271
32,Carson,5926,2982,2944,41.9,0.23388457644279448,0.30070874114073576,0.10934863314208572,0.1451231859601755,0.21093486331420858,0.49679379007762403,0.503206209922376,Texas,10.0,0.0,10.0,168.74789065136684,0.0,48065.0,1.0,1,1,0,0,0,1,0,0,0,5598,65,96,40,3,124,0.9446506918663516,0.010968612892338846,0.01619979750253122,0.006749915626054675,0.0005062436719541006,0.020924738440769492,0,0,1,0,0,0,0,46373,64799,8.9,92.2,26.4,3.2,920.2,4.8,95.2,A,Panhandle_RAC_A,440127,1306,467,68,112,0.002967325340185901,0.001061057376620839,0.0001545008599790515,0.00025447200467137895,385.0,50.0,23.0,837,0.06496793790077623,0.0016874789065136687,0.0,6.439904368615518
33,Cass,30026,14512,15514,44.5,0.22190768001065744,0.2838539932058882,0.12176114034503431,0.1441417438220209,0.22833544261639913,0.5166855391993606,0.48331446080063944,Texas,134.0,4.0,130.0,446.2798907613402,2.9850746268656714,48067.0,4.0,4/5N,0,1,0,0,0,0,1,0,24027,5117,230,149,16,487,0.8002064877106507,0.1704189702258043,0.007660027975754346,0.004962365949510424,0.000532871511356824,0.016219276626923334,0,0,0,1,0,0,0,36905,44154,20.4,85.9,14.4,6.0,936.9,25.99,74.01,F,Northeast_Texas_RAC_F,273329,2063,693,102,63,0.00754768063396127,0.0025354060491202908,0.00037317664792246705,0.00023049145901093553,5001.0,101.0,22.0,3736,0.16655565176846732,0.0044627989076134016,0.000133217877839206,32.0482442096275
34,Castro,7530,3863,3667,35.0,0.28671978751660027,0.32695883134130144,0.09734395750332005,0.1248339973439575,0.1641434262948207,0.48698539176626826,0.5130146082337318,Texas,147.0,1.0,146.0,1952.1912350597606,0.6802721088435374,48069.0,1.0,1,0,1,0,0,0,0,1,0,7060,202,139,50,1,78,0.9375830013280213,0.026826029216467463,0.01845949535192563,0.006640106241699867,0.00013280212483399734,0.010358565737051793,0,1,0,0,0,0,0,42786,45689,17.5,70.5,13.1,3.3,894.4,54.24,45.76,B,B_RAC_B,513580,2720,757,28,206,0.005296156392382881,0.0014739670547918532,5.451925698041201e-05,0.0004011059620701741,1218.0,50.0,23.0,1896,0.16175298804780877,0.01952191235059761,0.00013280212483399734,8.419051878354205
35,Chambers,43837,22123,21714,35.1,0.2778474804388986,0.364942856491092,0.12804252115792594,0.109199990875288,0.11996715103679541,0.4953349909893469,0.5046650090106531,Texas,812.0,5.0,807.0,1852.3165362593247,0.6157635467980296,48071.0,6.0,6/5S,1,0,0,1,0,0,0,0,38395,3637,468,586,55,696,0.8758582932226202,0.08296644387161531,0.010675913041494628,0.013367703081871478,0.0012546479001756506,0.01587699888222278,0,0,0,0,0,0,1,53673,89513,8.5,83.8,21.1,6.5,597.2,54.28,45.72,R,East_Texas_Gulf_Coast_RAC_R,1309237,1663,223,4,139,0.0012702054708200272,0.0001703282140666663,3.0552146020926694e-06,0.00010616870742272026,4155.0,186.0,147.0,6003,0.0947829459132696,0.018523165362593245,0.00011405890001596824,73.4042196918955
36,Cherokee,52646,26824,25822,38.2,0.2531436386430118,0.3263875698058732,0.12097785206853322,0.12010409147893478,0.179386848003647,0.4904836074915473,0.5095163925084527,Texas,638.0,2.0,636.0,1211.867948182198,0.3134796238244514,48073.0,4.0,4/5N,0,1,0,0,0,1,0,0,42750,7620,869,303,35,1069,0.8120275044637769,0.14474034114652584,0.016506477225240283,0.005755423014094138,0.0006648178399118642,0.020305436310450935,0,0,0,0,0,1,0,34468,43483,17.4,79.6,17.4,4.5,1053.0,36.95,63.05,G,Piney_Woods_RAC_G,968611,1993,319,23,229,0.0020575855529206253,0.00032933757721107854,2.374534255753858e-05,0.00023642101937723192,9175.0,101.0,22.0,8753,0.17427724803403868,0.01211867948182198,3.7989590852106524e-05,49.996201329534664
37,Childress,7306,4475,2831,33.6,0.1899808376676704,0.4585272378866685,0.08855735012318643,0.10347659457979742,0.15945797974267725,0.38748973446482343,0.6125102655351765,Texas,20.0,0.0,20.0,273.7476047084588,0.0,48075.0,1.0,1,0,1,0,0,0,0,1,0,6271,791,74,56,2,112,0.8583356145633726,0.10826717766219546,0.010128661374212975,0.007664932931836847,0.0002737476047084588,0.015329865863673693,0,0,0,1,0,0,0,30084,42291,21.2,85.3,15.6,3.0,696.5,66.85,33.15,A,Panhandle_RAC_A,440127,1306,467,68,112,0.002967325340185901,0.001061057376620839,0.0001545008599790515,0.00025447200467137895,829.0,50.0,23.0,929,0.11346838215165617,0.002737476047084588,0.0,10.489590811198852
38,Clay,10471,5230,5241,47.4,0.19749785120809857,0.2787699360137523,0.11641677012701748,0.17008881673192627,0.23722662591920543,0.5005252602425747,0.4994747397574253,Texas,25.0,0.0,25.0,238.75465571578647,0.0,48077.0,2.0,2/3,1,0,0,0,0,0,0,1,9945,110,145,50,1,220,0.9497660204373986,0.010505204851494605,0.013847770031515615,0.004775093114315729,9.550186228631458e-05,0.02101040970298921,0,1,0,0,0,0,0,42335,58356,10.9,89.3,16.3,3.6,1088.8,25.4,74.6,C,North_Texas_RAC_C,219793,1050,237,14,30,0.0047772222045288065,0.0010782872975936449,6.369629606038409e-05,0.00013649206298653734,956.0,261.0,152.0,1518,0.09129978034571674,0.0023875465571578645,0.0,9.617009551800148
39,Cochran,2853,1447,1406,36.5,0.26813880126182965,0.3277252015422362,0.1156677181913775,0.1244304241149667,0.1640378548895899,0.49281458114265686,0.5071854188573431,Texas,11.0,0.0,11.0,385.55906063792503,0.0,48079.0,1.0,1,0,1,0,0,0,0,1,0,2587,126,87,14,7,32,0.9067648089730108,0.04416403785488959,0.030494216614090432,0.004907115317209955,0.0024535576586049773,0.011216263582194182,0,1,0,0,0,0,0,38312,42873,21.9,70.0,9.5,4.6,775.1,0.0,100.0,B,B_RAC_B,513580,2720,757,28,206,0.005296156392382881,0.0014739670547918532,5.451925698041201e-05,0.0004011059620701741,532.0,50.0,23.0,665,0.18647038205397826,0.00385559060637925,0.0,3.6808153786608178
40,Coke,3387,1695,1692,47.0,0.2093297903749631,0.2769412459403602,0.09920283436669619,0.13492766459994096,0.27959846471803956,0.4995571302037201,0.5004428697962799,Texas,32.0,1.0,31.0,944.7888987304401,3.125,48081.0,9.0,9/10,0,1,0,0,0,0,1,0,3194,35,86,5,1,66,0.9430174195453204,0.010333628579864187,0.025391201653380574,0.0014762326542663124,0.0002952465308532625,0.01948627103631532,0,1,0,0,0,0,0,41895,44804,14.1,85.3,20.5,3.7,911.6,0.0,100.0,K,Concho_Valley_RAC_K,179457,369,167,4,27,0.00205620287868403,0.0009305850426564581,2.2289462099555882e-05,0.0001504538691720022,372.0,47.0,19.0,484,0.10983170947741364,0.0094478889873044,0.0002952465308532625,3.7154453707766564
41,Coleman,8175,4161,4014,48.8,0.20318042813455658,0.25541284403669723,0.11131498470948012,0.1708868501529052,0.25920489296636084,0.4910091743119266,0.5089908256880734,Texas,9.0,0.0,9.0,110.09174311926607,0.0,48083.0,2.0,2/3,0,1,0,0,0,0,1,0,7529,264,116,91,3,172,0.9209785932721712,0.032293577981651375,0.014189602446483181,0.011131498470948012,0.0003669724770642202,0.021039755351681958,0,0,0,0,1,0,0,40669,39484,19.3,82.6,14.2,4.4,1262.9,48.45,51.55,D,Big_Country_RAC_D,306972,1643,604,29,79,0.005352279686746674,0.001967606166034687,9.447115697848664e-05,0.0002573524621138084,1176.0,261.0,152.0,1456,0.1438532110091743,0.0011009174311926607,0.0,6.47319661097474
42,Collin,1034730,509556,525174,37.2,0.25636542866254963,0.3686256318073314,0.14936360209909832,0.11298309703980748,0.11266224039121317,0.5075468962917863,0.4924531037082137,Texas,5682.0,73.0,5609.0,549.1287582267838,1.284758887715593,48085.0,3.0,2/3,1,0,1,0,0,0,0,0,716671,112392,7107,168612,1030,28918,0.6926164313395765,0.10861963990606245,0.006868458438433214,0.16295265431561856,0.0009954287591932194,0.02794738724111604,0,0,0,0,0,0,1,65874,96936,6.4,93.6,50.2,3.4,841.3,94.76,5.24,E,North_Central_Texas_RAC_E,8080080,12019,1650,265,1753,0.0014874852724230453,0.00020420589895149552,3.2796704983118977e-05,0.00021695329749210404,55759.0,261.0,152.0,104680,0.05388748755714051,0.005491287582267838,7.054980526320875e-05,1229.917984072269
43,Collingsworth,2920,1430,1490,38.5,0.25,0.3208904109589041,0.10924657534246575,0.1297945205479452,0.19006849315068494,0.5102739726027398,0.4897260273972603,Texas,6.0,0.0,6.0,205.4794520547945,0.0,48087.0,1.0,1,0,1,0,0,0,0,1,0,2566,186,94,15,0,59,0.8787671232876713,0.0636986301369863,0.03219178082191781,0.005136986301369863,0.0,0.020205479452054795,0,1,0,0,0,0,0,33039,39536,17.3,77.0,17.0,3.6,918.4,0.0,100.0,A,Panhandle_RAC_A,440127,1306,467,68,112,0.002967325340185901,0.001061057376620839,0.0001545008599790515,0.00025447200467137895,456.0,50.0,23.0,790,0.15616438356164383,0.002054794520547945,0.0,3.1794425087108014
44,Colorado,21493,10823,10670,43.1,0.22984227422881867,0.2892569673847299,0.11068720048387848,0.14455869352812545,0.22565486437444748,0.4964407016237845,0.5035592983762155,Texas,225.0,0.0,225.0,1046.8524635927977,0.0,48089.0,6.0,6/5S,0,1,0,0,0,0,1,0,17984,2693,237,152,16,411,0.8367375424556832,0.12529660819801797,0.011026845949844136,0.007072069976271344,0.0007444284185548784,0.01912250500162844,0,0,0,1,0,0,0,46821,48258,13.7,81.8,18.4,3.8,960.3,37.39,62.61,Q,Southeast_Texas_Trauma_RAC_Q,6688587,6905,1243,70,915,0.001032355563290124,0.00018583895223310993,1.0465588621333625e-05,0.0001368001941217181,2793.0,186.0,147.0,3667,0.12994928581398596,0.010468524635927977,0.0,22.381547433093825
45,Comal,156209,77331,78878,41.7,0.22484619964278627,0.31464896388812424,0.13180418541825376,0.14607352969419177,0.182627121356644,0.5049516993259031,0.4950483006740969,Texas,1539.0,45.0,1494.0,985.2185213399997,2.923976608187134,48091.0,8.0,8,1,0,0,1,0,0,0,0,145195,4189,1351,2207,181,3086,0.9294918986742121,0.026816636685466265,0.008648669410853408,0.014128507320320852,0.0011587040439411302,0.01975558386520623,0,0,0,0,0,0,1,58067,76523,7.1,91.5,34.5,3.4,559.5,53.85,46.15,P,Southwest_Texas_RAC_P,2945792,5681,715,101,695,0.0019285136221430434,0.00024271910576171025,3.428619535934649e-05,0.00023592976014599808,11432.0,128.0,55.0,16543,0.07318400348251382,0.009852185213399997,0.0002880755910350876,279.1939231456658
46,Comanche,13635,6794,6841,45.5,0.22141547488082142,0.27356068940227357,0.12123212321232123,0.13956729006233956,0.24422442244224424,0.5017235056839017,0.4982764943160983,Texas,204.0,2.0,202.0,1496.149614961496,0.9803921568627451,48093.0,2.0,2/3,0,1,0,0,0,0,1,0,13009,148,182,91,7,198,0.9540887422075541,0.010854418775210855,0.013348001466813348,0.006674000733406674,0.0005133846718005134,0.014521452145214522,0,0,1,0,0,0,0,42465,52251,16.4,79.9,17.0,3.7,937.8,28.54,71.46,D,Big_Country_RAC_D,306972,1643,604,29,79,0.005352279686746674,0.001967606166034687,9.447115697848664e-05,0.0002573524621138084,1966.0,261.0,152.0,2580,0.14418775210854418,0.014961496149614962,0.00014668133480014669,14.539347408829176
47,Concho,2726,1449,1277,48.8,0.1823184152604549,0.2648569332355099,0.13829787234042554,0.16177549523110785,0.25275128393250185,0.4684519442406456,0.5315480557593544,Texas,22.0,0.0,22.0,807.0432868672046,0.0,48095.0,9.0,9/10,0,1,0,0,0,0,1,0,2555,60,25,49,1,36,0.9372707263389581,0.022010271460014674,0.009170946441672781,0.01797505502567865,0.00036683785766691124,0.013206162876008804,0,1,0,0,0,0,0,19801,40987,26.6,61.4,11.5,4.2,983.8,0.0,100.0,K,Concho_Valley_RAC_K,179457,369,167,4,27,0.00205620287868403,0.0009305850426564581,2.2289462099555882e-05,0.0001504538691720022,310.0,47.0,19.0,425,0.11371973587674249,0.008070432868672046,0.0,2.7708883919495833
48,Cooke,41257,20576,20681,40.0,0.23620234142084978,0.3174006835203723,0.11661051457934411,0.14063068085415809,0.18915577962527572,0.5012725113314104,0.49872748866858957,Texas,172.0,0.0,172.0,416.8989504811305,0.0,48097.0,3.0,2/3,0,1,0,0,0,1,0,0,37941,1490,566,427,25,808,0.91962576047701,0.03611508350098165,0.01371888406815813,0.010349758828804808,0.0006059577768621082,0.01958455534818334,0,0,0,0,0,0,1,54174,52047,14.8,86.1,21.6,3.6,874.8,40.97,59.03,E,North_Central_Texas_RAC_E,8080080,12019,1650,265,1753,0.0014874852724230453,0.00020420589895149552,3.2796704983118977e-05,0.00021695329749210404,4823.0,261.0,152.0,6663,0.11690137431223792,0.004168989504811304,0.0,47.16163694558757
49,Coryell,75951,37826,38125,32.2,0.22582981132572316,0.47032955458124315,0.11087411620650156,0.08710879382759937,0.10585772405893273,0.5019683743466182,0.49803162565338177,Texas,525.0,3.0,522.0,691.2351384445233,0.5714285714285714,48099.0,7.0,7,1,0,0,0,1,0,0,0,55812,13465,901,1650,743,3380,0.7348422008926808,0.17728535503153348,0.011862911614066964,0.021724532922542165,0.009782623006938685,0.04450237653223789,0,0,0,0,0,0,1,33996,48099,15.0,87.6,15.1,4.3,1052.2,80.58,19.42,L,Central_Texas_RAC_L,490708,1006,233,10,136,0.002050099040569952,0.00047482413166282186,2.0378718097116818e-05,0.00027715056612078874,8572.0,87.0,45.0,8418,0.1128622401285039,0.006912351384445234,3.949915076825848e-05,72.18304504846986
50,Cottle,1398,681,717,44.6,0.2296137339055794,0.2732474964234621,0.10014306151645208,0.15450643776824036,0.24248927038626608,0.5128755364806867,0.4871244635193133,Texas,7.0,1.0,6.0,500.7153075822604,14.285714285714285,48101.0,2.0,2/3,0,1,0,0,0,0,1,0,1203,156,7,1,1,30,0.8605150214592274,0.11158798283261803,0.005007153075822604,0.000715307582260372,0.000715307582260372,0.02145922746781116,0,1,0,0,0,0,0,57288,38304,21.2,72.2,16.2,4.3,900.6,0.0,100.0,B,B_RAC_B,513580,2720,757,28,206,0.005296156392382881,0.0014739670547918532,5.451925698041201e-05,0.0004011059620701741,213.0,261.0,152.0,285,0.15236051502145923,0.005007153075822604,0.000715307582260372,1.552298467688208
51,Crane,4797,2418,2379,34.1,0.2891390452366062,0.35668125912028353,0.11194496560350219,0.11840733791953305,0.12382739212007504,0.4959349593495935,0.5040650406504065,Texas,65.0,10.0,55.0,1355.0135501355016,15.384615384615385,48103.0,9.0,9/10,0,1,0,0,0,0,1,0,4423,176,74,47,6,71,0.9220346049614342,0.03668959766520742,0.015426308109234938,0.009797790285595165,0.0012507817385866166,0.014800917239941631,0,1,0,0,0,0,0,47758,61987,10.1,72.8,12.9,5.3,785.1,89.3,10.7,J,Texas_J_RAC_J,526736,1754,770,48,172,0.0033299413748063547,0.0014618328726344887,9.112724400838371e-05,0.00032653929103004163,479.0,47.0,19.0,839,0.09985407546383156,0.013550135501355014,0.0020846362309776944,6.110049675200611
52,Crockett,3464,1738,1726,39.4,0.24826789838337182,0.3117782909930716,0.12673210161662818,0.1365473441108545,0.1766743648960739,0.4982678983833718,0.5017321016166282,Texas,135.0,4.0,131.0,3897.2286374133946,2.9629629629629632,48105.0,9.0,9/10,0,1,0,0,0,0,1,0,3243,55,83,35,3,45,0.9362009237875288,0.015877598152424944,0.023960739030023093,0.01010392609699769,0.0008660508083140878,0.012990762124711317,0,1,0,0,0,0,0,41472,49117,15.3,73.7,11.0,4.1,2807.3,77.25,22.75,K,Concho_Valley_RAC_K,179457,369,167,4,27,0.00205620287868403,0.0009305850426564581,2.2289462099555882e-05,0.0001504538691720022,412.0,47.0,19.0,652,0.11893764434180139,0.03897228637413395,0.0011547344110854503,1.233925836212731
53,Crosby,5737,2847,2890,38.6,0.26058915809656613,0.3146243681366568,0.10667596304688862,0.1289872755795712,0.18912323514031723,0.503747603276974,0.49625239672302596,Texas,46.0,3.0,43.0,801.8127941432805,6.521739130434782,48107.0,1.0,1,1,0,0,0,1,0,0,0,5309,231,65,18,4,110,0.9253965487188426,0.04026494683632561,0.011329963395502875,0.0031375283249084887,0.0006972285166463308,0.0191737842077741,0,1,0,0,0,0,0,30773,37911,23.7,72.3,12.1,4.1,900.2,0.0,100.0,B,B_RAC_B,513580,2720,757,28,206,0.005296156392382881,0.0014739670547918532,5.451925698041201e-05,0.0004011059620701741,1120.0,50.0,23.0,1057,0.19522398466097263,0.008018127941432805,0.0005229213874847481,6.373028215952011
