,County,Population_Estimate,Population_Male,Population_Female,MEDIAN_AGE_TOT,Age017_Per_Pop_Est,Age1844_Per_Pop_Est,Age4554_Per_Pop_Est,Age_5564_Per_Pop_Est,Age_65_plus_Per_Pop_Est,Pop_Female_Ratio,Pop_Male_Ratio,State,Confirmed,Deaths,Active,Incidence_Rate,Lethality_Rate,FIPS,Public_Health_Region,Health_Service_Region,Metro_Area_Metro,Metro_Area_Non-Metro,NCHS_Urban_Rural_Classification_2013_Large Central Metro,NCHS_Urban_Rural_Classification_2013_Large Fringe Metro,NCHS_Urban_Rural_Classification_2013_Medium Metro,NCHS_Urban_Rural_Classification_2013_Micropolitan,NCHS_Urban_Rural_Classification_2013_Non-core,NCHS_Urban_Rural_Classification_2013_Small Metro,White,Black,American_Indian_Alaskan_Native,Asian,Native_Hawaiian_Other_Pacific_Islander,Two_Or_More_Races,White_Pop_Ratio,Black_Pop_Ratio,American_Indian_Alaskan_Native_Pop_Ratio,Asian_Pop_Ratio,Native_Hawaiian_Other_Pacific_Islander_Pop_Ratio,Two_Or_More_Races_Pop_Ratio,Social_Distancing_Score_B-,Social_Distancing_Score_C,Social_Distancing_Score_C-,Social_Distancing_Score_D,Social_Distancing_Score_D+,Social_Distancing_Score_D-,Social_Distancing_Score_F,Per_Capita_Income,Median_Household_Income,Percent_Population_Poverty,Percentage_High_School_Graduate_Or_Higher,Percentage_Bachelors_Degree_Or_Higher,Unemployment_Rate_Percentage,Land_Area,Percent_Urban,Percent_Rural,Trauma_Area_Letter,Service_Area_RAC,Trauma_Service_Area_Population_Estimate,Total_Staffed_Hospital_Beds,Available_Hospital_Beds,Available_ICU_Beds,Available_Ventilators,Total_Staffed_Hospital_Beds_Ratio,Available_Hospital_Beds_Ratio,Available_ICU_Beds_Ratio,Available_Ventilators_Ratio,Medicaid_Caseload,Nursing_Homes_With_Cases_In_HSR,Assisted_Living_Facilities_With_Cases_In_HSR,# Uninsured,Medicaid_Caseload_Ratio,Confirmed_Per_Capita,Deaths_Per_Capita,Population_Density
54,Culberson,2171,1083,1088,41.9,0.22385997236296637,0.2998618148318747,0.11929986181483188,0.13588208198986643,0.22109626900046062,0.5011515430677107,0.49884845693228924,Texas,14.0,1.0,13.0,644.8641179180103,7.142857142857142,48109.0,10.0,9/10,0,1,0,0,0,0,1,0,1968,39,54,46,1,63,0.9064947029018885,0.017964071856287425,0.02487333026255182,0.021188392445877474,0.00046061722708429296,0.029018885306310457,0,1,0,0,0,0,0,54180,42164,20.3,64.9,7.7,3.6,3812.2,0.0,100.0,I,Border_RAC_I,881765,801,115,8,97,0.0009084053007320544,0.00013042023668437735,9.072712117174077e-06,0.00011000663442073569,407.0,47.0,19.0,457,0.18747121142330722,0.006448641179180101,0.00046061722708429296,0.5694874350768585
55,Dallam,7287,3836,3451,31.6,0.31906134211609716,0.34074379031151364,0.12268423219431865,0.09990393852065321,0.11760669685741731,0.473583093179635,0.526416906820365,Texas,173.0,2.0,171.0,2374.090846713325,1.1560693641618496,48111.0,1.0,1,0,1,0,0,0,0,1,0,6724,190,167,76,10,120,0.9227391244682311,0.02607383010841224,0.02291752435844655,0.010429532043364897,0.0013723068478111707,0.016467682173734045,0,0,0,0,1,0,0,52148,50587,12.1,72.7,11.8,2.1,1503.1,76.46,23.54,A,Panhandle_RAC_A,440127,1306,467,68,112,0.002967325340185901,0.001061057376620839,0.0001545008599790515,0.00025447200467137895,962.0,50.0,23.0,1927,0.1320159187594346,0.02374090846713325,0.0002744613695622341,4.847980839598164
56,Dallas,2635516,1300175,1335341,33.7,0.25814906834183515,0.3980279383619754,0.12283932254632489,0.11014503421720832,0.11083863653265623,0.5066715588142892,0.4933284411857109,Texas,46013.0,604.0,45409.0,1745.8820208262823,1.3126725055962445,48113.0,3.0,2/3,1,0,1,0,0,0,0,0,1754135,621347,28509,177235,2813,51477,0.665575545737533,0.2357591454576637,0.010817236548744155,0.06724869057899857,0.0010673431692313764,0.019532038507829207,0,0,0,0,0,0,1,58993,59838,14.2,78.0,29.7,3.8,873.0,99.31,0.69,E,North_Central_Texas_RAC_E,8080080,12019,1650,265,1753,0.0014874852724230453,0.00020420589895149552,3.2796704983118977e-05,0.00021695329749210404,378574.0,261.0,152.0,530742,0.1436432182540345,0.017458820208262824,0.00022917713267534706,3018.918671248568
57,Dawson,12728,6962,5766,33.7,0.2569924575738529,0.3867850408548083,0.09891577624135764,0.10818667504714016,0.14912005028284098,0.45301697045883094,0.5469830295411691,Texas,122.0,1.0,121.0,958.5166561910747,0.819672131147541,48115.0,9.0,9/10,0,1,0,0,0,1,0,0,11388,796,157,170,17,200,0.8947203016970459,0.06253928346951602,0.012335009428032683,0.013356379635449403,0.0013356379635449402,0.01571338780641106,0,0,0,0,1,0,0,37111,43726,22.9,74.1,12.6,4.9,900.3,83.71,16.29,B,B_RAC_B,513580,2720,757,28,206,0.005296156392382881,0.0014739670547918532,5.451925698041201e-05,0.0004011059620701741,2193.0,47.0,19.0,2023,0.17229729729729729,0.009585166561910748,7.856693903205531e-05,14.137509718982562
58,Deaf Smith,18546,9246,9300,31.4,0.3084223013048636,0.3539307667421546,0.10638412595707969,0.10061468780329991,0.1306481181926022,0.5014558395341313,0.49854416046586864,Texas,510.0,19.0,491.0,2749.9191200258806,3.7254901960784315,48117.0,1.0,1,0,1,0,0,0,1,0,0,17447,419,328,117,13,222,0.9407419389625795,0.022592472770408715,0.01768575434055861,0.006308637981235846,0.0007009597756928718,0.011970236169524426,0,1,0,0,0,0,0,40470,44230,17.5,71.8,14.2,3.1,1496.8,82.29,17.71,A,Panhandle_RAC_A,440127,1306,467,68,112,0.002967325340185901,0.001061057376620839,0.0001545008599790515,0.00025447200467137895,3235.0,50.0,23.0,4095,0.17443114418203387,0.027499191200258816,0.001024479672166505,12.390432923570284
59,Delta,5331,2653,2678,42.1,0.23466516601012943,0.29375351716375914,0.12024010504595761,0.14162446070155693,0.20971675107859689,0.5023447758394297,0.49765522416057023,Texas,12.0,0.0,12.0,225.09848058525608,0.0,48119.0,4.0,4/5N,0,1,0,0,0,0,1,0,4625,358,132,36,3,177,0.8675670605890077,0.06715438004126806,0.024760832864378166,0.006752954417557681,0.0005627462014631402,0.033202025886325266,0,1,0,0,0,0,0,34803,44410,17.2,86.3,18.6,3.3,256.8,0.0,100.0,F,Northeast_Texas_RAC_F,273329,2063,693,102,63,0.00754768063396127,0.0025354060491202908,0.00037317664792246705,0.00023049145901093553,787.0,101.0,22.0,758,0.14762708685049708,0.0022509848058525606,0.0,20.759345794392523
60,Denton,887207,436223,450984,36.1,0.24289032886350084,0.3934955427538331,0.14373872162866164,0.11448962868868258,0.10538577806532184,0.5083188027145863,0.49168119728541365,Texas,5915.0,47.0,5868.0,666.6989778033762,0.794590025359256,48121.0,3.0,2/3,1,0,0,1,0,0,0,0,670867,97809,7422,85824,1057,24228,0.7561561168926756,0.11024371989851298,0.008365578720636785,0.09673503477767871,0.0011913792384415363,0.027308170472054437,0,0,0,0,0,0,1,55933,88384,7.3,92.0,42.2,3.3,878.5,93.09,6.91,E,North_Central_Texas_RAC_E,8080080,12019,1650,265,1753,0.0014874852724230453,0.00020420589895149552,3.2796704983118977e-05,0.00021695329749210404,52036.0,261.0,152.0,96650,0.05865147592388248,0.006666989778033762,5.297523576797748e-05,1009.9112122936824
61,DeWitt,20160,10585,9575,41.8,0.2246031746031746,0.31592261904761904,0.12103174603174603,0.1382936507936508,0.20014880952380953,0.4749503968253968,0.5250496031746031,Texas,501.0,14.0,487.0,2485.1190476190477,2.7944111776447107,48123.0,8.0,8,0,1,0,0,0,0,1,0,17744,1840,207,82,8,279,0.8801587301587301,0.09126984126984126,0.010267857142857143,0.004067460317460318,0.0003968253968253968,0.013839285714285714,0,0,0,1,0,0,0,54549,49208,18.4,79.9,14.6,4.4,909.0,50.38,49.62,S,Golden_Crescent_RAC_S,186672,525,122,17,47,0.0028124196451529957,0.0006535527556355533,9.106882660495414e-05,0.00025177852061369677,3024.0,128.0,55.0,2629,0.15,0.024851190476190475,0.0006944444444444445,22.178217821782177
62,Dickens,2211,1227,984,43.4,0.18181818181818182,0.34509271822704657,0.10266847580280417,0.13297150610583447,0.23744911804613297,0.4450474898236092,0.5549525101763908,Texas,4.0,0.0,4.0,180.91361374943463,0.0,48125.0,1.0,1,0,1,0,0,0,0,1,0,1953,127,53,27,2,49,0.8833107191316146,0.0574400723654455,0.02397105382180009,0.012211668928086838,0.0009045680687471732,0.022161917684305744,0,1,0,0,0,0,0,31586,39627,20.3,78.5,14.3,4.7,901.7,0.0,100.0,B,B_RAC_B,513580,2720,757,28,206,0.005296156392382881,0.0014739670547918532,5.451925698041201e-05,0.0004011059620701741,228.0,50.0,23.0,341,0.10312075983717775,0.0018091361374943465,0.0,2.45203504491516
63,Dimmit,10124,4933,5191,34.9,0.28654681943895693,0.33208218095614384,0.10331884630580798,0.10529435005926512,0.17275780323982615,0.5127419992097985,0.4872580007902015,Texas,87.0,0.0,87.0,859.3441327538523,0.0,48127.0,8.0,8,0,1,0,0,0,0,1,0,9693,170,82,77,2,100,0.9574278941129988,0.016791781904385617,0.00809956538917424,0.007605689450809957,0.00019755037534571315,0.009877518767285659,0,1,0,0,0,0,0,36639,37177,24.6,66.6,10.5,5.1,1328.9,60.52,39.48,P,Southwest_Texas_RAC_P,2945792,5681,715,101,695,0.0019285136221430434,0.00024271910576171025,3.428619535934649e-05,0.00023592976014599808,2603.0,128.0,55.0,1656,0.25711181351244566,0.008593441327538523,0.0,7.6183309504101135
64,Donley,3278,1612,1666,43.2,0.19371568029286151,0.32550335570469796,0.09029896278218426,0.1452104942037828,0.24527150701647346,0.5082367297132397,0.4917632702867602,Texas,38.0,0.0,38.0,1159.2434411226354,0.0,48129.0,1.0,1,0,1,0,0,0,0,1,0,2974,198,36,19,2,49,0.9072605247101891,0.06040268456375839,0.010982306284319707,0.005796217205613179,0.0006101281269066504,0.014948139109212935,0,1,0,0,0,0,0,45736,40945,18.6,87.3,16.5,3.6,926.9,0.0,100.0,A,Panhandle_RAC_A,440127,1306,467,68,112,0.002967325340185901,0.001061057376620839,0.0001545008599790515,0.00025447200467137895,400.0,50.0,23.0,475,0.12202562538133008,0.011592434411226357,0.0,3.5365195814003667
65,Duval,11157,5707,5450,36.5,0.25625168055929015,0.342117056556422,0.10755579456843238,0.11203728600878372,0.1820381823070718,0.488482566998297,0.5115174330017029,Texas,119.0,0.0,119.0,1066.594962803621,0.0,48131.0,11.0,11,0,1,0,0,0,0,1,0,10760,160,100,58,13,66,0.9644169579636103,0.014340772609124317,0.008962982880702698,0.0051985300708075645,0.0011651877744913506,0.005915568701263781,0,1,0,0,0,0,0,36418,35156,25.5,67.1,8.9,7.7,1793.5,32.96,67.04,U,Coastal_Bend_RAC_U,630897,2350,1071,148,167,0.0037248552457849696,0.001697582965206682,0.00023458662824518106,0.00026470247916854893,2696.0,,,1719,0.24164201846374472,0.01066594962803621,0.0,6.220797323668804
66,Eastland,18360,9180,9180,42.4,0.21149237472766885,0.31476034858387797,0.10920479302832244,0.1437363834422658,0.22080610021786493,0.5,0.5,Texas,39.0,0.0,39.0,212.41830065359486,0.0,48133.0,2.0,2/3,0,1,0,0,0,0,1,0,17307,397,226,138,15,277,0.9426470588235294,0.02162309368191721,0.012309368191721133,0.007516339869281046,0.0008169934640522876,0.015087145969498911,0,0,0,1,0,0,0,71142,44773,18.7,82.8,14.6,4.3,926.5,39.65,60.35,D,Big_Country_RAC_D,306972,1643,604,29,79,0.005352279686746674,0.001967606166034687,9.447115697848664e-05,0.0002573524621138084,2836.0,261.0,152.0,3045,0.15446623093681916,0.0021241830065359475,0.0,19.81651376146789
67,Ector,166223,84862,81361,30.6,0.3027860163755918,0.4018336812595128,0.10378226839847675,0.09552228031018571,0.09607575365623289,0.48946896638852627,0.5105310336114738,Texas,2819.0,35.0,2784.0,1695.9145244641236,1.241575026605179,48135.0,9.0,9/10,1,0,0,0,0,0,0,1,149786,8876,2456,2158,445,2502,0.9011147675111146,0.053398145864290744,0.014775331933607262,0.012982559573584882,0.0026771265107716742,0.015052068606630851,0,0,0,0,0,0,1,47271,60431,12.9,75.1,15.2,4.1,897.8,90.54,9.46,J,Texas_J_RAC_J,526736,1754,770,48,172,0.0033299413748063547,0.0014618328726344887,9.112724400838371e-05,0.00032653929103004163,22587.0,47.0,19.0,29371,0.13588372246921304,0.016959145244641236,0.00021056051208316538,185.14479839607932
68,Edwards,1932,1024,908,48.7,0.21739130434782608,0.2463768115942029,0.09886128364389234,0.14699792960662525,0.29037267080745344,0.4699792960662526,0.5300207039337475,Texas,22.0,0.0,22.0,1138.7163561076604,0.0,48137.0,8.0,8,0,1,0,0,0,0,1,0,1827,23,46,14,0,22,0.9456521739130435,0.011904761904761904,0.023809523809523808,0.007246376811594203,0.0,0.011387163561076604,0,1,0,0,0,0,0,35182,37812,22.1,75.1,24.0,3.2,2117.9,0.0,100.0,P,Southwest_Texas_RAC_P,2945792,5681,715,101,695,0.0019285136221430434,0.00024271910576171025,3.428619535934649e-05,0.00023592976014599808,296.0,128.0,55.0,345,0.15320910973084886,0.011387163561076604,0.0,0.9122243731998677
69,Ellis,184826,91277,93549,36.4,0.26515749948600303,0.35017800525900034,0.1307500027052471,0.12250440955276855,0.13141008299698095,0.5061463214049972,0.49385367859500284,Texas,2268.0,21.0,2247.0,1227.1000833216106,0.9259259259259258,48139.0,3.0,2/3,1,0,0,1,0,0,0,0,155369,22469,1567,1569,248,3604,0.8406230725114432,0.12156839405711317,0.008478244402843756,0.008489065391232835,0.0013418025602458528,0.019499421077121184,0,0,0,0,0,0,1,44313,76792,8.8,84.6,21.9,3.4,935.9,68.02,31.98,E,North_Central_Texas_RAC_E,8080080,12019,1650,265,1753,0.0014874852724230453,0.00020420589895149552,3.2796704983118977e-05,0.00021695329749210404,18765.0,261.0,152.0,27461,0.10152792356053802,0.012271000833216106,0.00011362037808533432,197.48477401431776
70,El Paso,839238,414807,424431,32.7,0.2674080534961477,0.38901598831320794,0.11381991759191076,0.10443402229165029,0.12532201830708334,0.505733772779593,0.4942662272204071,Texas,12971.0,221.0,12750.0,1545.5687182896866,1.7038007863695939,48141.0,10.0,9/10,1,0,0,0,1,0,0,0,770763,33445,8927,11411,1880,12812,0.9184081273726881,0.03985162730953556,0.010637030258401074,0.013596858102230833,0.002240127353623168,0.01526622960352129,0,0,0,0,0,0,1,35856,43948,20.5,76.5,21.7,4.6,1013.2,97.83,2.17,I,Border_RAC_I,881765,801,115,8,97,0.0009084053007320544,0.00013042023668437735,9.072712117174077e-06,0.00011000663442073569,152692.0,47.0,19.0,163112,0.1819412371699089,0.015455687182896865,0.0002633341197610213,828.3043821555467
71,Erath,42698,20923,21775,31.6,0.20677783502740174,0.4365544053585648,0.0991147126329102,0.11103564569769075,0.1465174012834325,0.5099770481052976,0.49002295189470235,Texas,371.0,4.0,367.0,868.8931565881306,1.078167115902965,48143.0,3.0,2/3,0,1,0,0,0,1,0,0,40093,867,567,443,47,681,0.9389901166330976,0.020305400721345263,0.013279310506346901,0.010375193217480913,0.0011007541336830766,0.01594922478804628,0,0,0,0,0,0,1,39572,47087,18.1,83.9,28.2,3.4,1083.2,53.68,46.32,E,North_Central_Texas_RAC_E,8080080,12019,1650,265,1753,0.0014874852724230453,0.00020420589895149552,3.2796704983118977e-05,0.00021695329749210404,4179.0,261.0,152.0,7613,0.09787343669492717,0.008688931565881306,9.36812028666448e-05,39.418389955686855
72,Falls,17297,8196,9101,39.6,0.2096317280453258,0.35092790657339423,0.11967393189570445,0.13326010290801873,0.1865063305775568,0.5261606058854137,0.47383939411458637,Texas,103.0,0.0,103.0,595.4789847950511,0.0,48145.0,7.0,7,1,0,0,0,1,0,0,0,12430,4180,198,109,36,344,0.7186217263109209,0.24166040353818583,0.011447071746545644,0.006301670809967046,0.002081285772099208,0.01988784182228132,0,1,0,0,0,0,0,34619,37428,21.7,75.7,11.9,4.2,765.5,32.64,67.36,M,Heart_of_Texas_RAC_M,346651,445,153,11,58,0.001283711860055214,0.00044136610019875896,3.173220328226372e-05,0.00016731525367011778,2811.0,87.0,45.0,2739,0.16251373070474648,0.005954789847950511,0.0,22.59568909209667
73,Fannin,35514,18876,16638,41.1,0.2115785324097539,0.33381201779579883,0.13048375288618572,0.13862138874809934,0.1855043081601622,0.46849129920594695,0.5315087007940531,Texas,186.0,8.0,178.0,523.7371177563778,4.301075268817205,48147.0,3.0,2/3,0,1,0,0,0,0,1,0,31637,2293,475,278,29,802,0.8908317846483077,0.0645660866137298,0.01337500703947739,0.007827898856788872,0.0008165793771470406,0.02258264346454919,0,0,0,0,0,1,0,37605,53111,13.8,83.0,15.6,3.3,890.8,29.47,70.53,E,North_Central_Texas_RAC_E,8080080,12019,1650,265,1753,0.0014874852724230453,0.00020420589895149552,3.2796704983118977e-05,0.00021695329749210404,4183.0,261.0,152.0,5608,0.1177845356760714,0.005237371177563777,0.00022526327645435603,39.86753480017961
74,Fayette,25346,12486,12860,47.9,0.20022883295194507,0.2692338041505563,0.10849838238775349,0.15852600015781582,0.26351298035192927,0.5073778900023672,0.4926221099976328,Texas,334.0,5.0,329.0,1317.762171545806,1.4970059880239521,48149.0,7.0,7,0,1,0,0,0,0,1,0,22969,1601,316,116,17,327,0.9062179436597491,0.06316578552828848,0.012467450485283674,0.004576659038901602,0.0006707172729424762,0.012901444014834687,0,0,0,1,0,0,0,53564,55776,13.3,81.7,17.1,3.2,949.9,32.86,67.14,O,Capital _Area_Trauma_RAC_O,2375407,5534,563,50,253,0.002329706025114854,0.00023701201520413134,2.104902444086424e-05,0.00010650806367077304,2424.0,87.0,45.0,3908,0.09563639233015071,0.01317762171545806,0.00019726978615955182,26.682808716707022
75,Fisher,3830,1916,1914,45.8,0.2135770234986945,0.27885117493472583,0.11201044386422976,0.14464751958224542,0.2509138381201044,0.49973890339425586,0.5002610966057441,Texas,23.0,1.0,22.0,600.5221932114882,4.3478260869565215,48151.0,2.0,2/3,0,1,0,0,0,0,1,0,3518,155,50,20,1,86,0.9185378590078329,0.04046997389033943,0.013054830287206266,0.005221932114882507,0.0002610966057441253,0.022454308093994776,1,0,0,0,0,0,0,46444,45261,15.5,82.8,18.4,3.5,899.0,0.0,100.0,D,Big_Country_RAC_D,306972,1643,604,29,79,0.005352279686746674,0.001967606166034687,9.447115697848664e-05,0.0002573524621138084,493.0,261.0,152.0,612,0.1287206266318538,0.0060052219321148825,0.0002610966057441253,4.2602892102335925
76,Floyd,5712,2871,2841,38.1,0.26418067226890757,0.3128501400560224,0.1134453781512605,0.12219887955182072,0.1873249299719888,0.49737394957983194,0.5026260504201681,Texas,65.0,4.0,61.0,1137.955182072829,6.153846153846154,48153.0,1.0,1,0,1,0,0,0,0,1,0,5250,244,79,31,4,104,0.9191176470588235,0.042717086834733894,0.013830532212885153,0.005427170868347339,0.0007002801120448179,0.018207282913165267,0,1,0,0,0,0,0,37367,39891,21.0,73.2,16.4,5.5,992.1,46.68,53.32,B,B_RAC_B,513580,2720,757,28,206,0.005296156392382881,0.0014739670547918532,5.451925698041201e-05,0.0004011059620701741,1101.0,50.0,23.0,1113,0.19275210084033614,0.01137955182072829,0.0007002801120448179,5.757484124584215
77,Foard,1155,547,608,50.2,0.2,0.24242424242424243,0.12467532467532468,0.16017316017316016,0.2727272727272727,0.5264069264069264,0.47359307359307357,Texas,2.0,0.0,2.0,173.16017316017312,0.0,48155.0,2.0,2/3,0,1,0,0,0,0,1,0,1063,55,8,10,0,19,0.9203463203463204,0.047619047619047616,0.006926406926406926,0.008658008658008658,0.0,0.01645021645021645,0,1,0,0,0,0,0,42954,37648,18.0,80.8,16.0,3.4,704.4,0.0,100.0,C,North_Texas_RAC_C,219793,1050,237,14,30,0.0047772222045288065,0.0010782872975936449,6.369629606038409e-05,0.00013649206298653734,141.0,261.0,152.0,218,0.12207792207792208,0.0017316017316017316,0.0,1.6396933560477003
78,Fort Bend,811688,398284,413404,36.8,0.2730839928642533,0.3540904879707474,0.13992198973004405,0.11727905303515637,0.11562447639979893,0.5093139235765467,0.49068607642345335,Texas,6530.0,90.0,6440.0,804.4963089265826,1.3782542113323124,48157.0,6.0,6/5S,1,0,0,1,0,0,0,0,444267,173160,4788,169821,779,18873,0.5473371541774672,0.21333320191994953,0.005898818265146214,0.2092195523403081,0.0009597283685356935,0.023251544928593253,0,0,0,0,0,0,1,57540,92310,7.9,89.2,44.6,4.6,861.7,94.46,5.54,Q,Southeast_Texas_Trauma_RAC_Q,6688587,6905,1243,70,915,0.001032355563290124,0.00018583895223310993,1.0465588621333625e-05,0.0001368001941217181,66709.0,186.0,147.0,92077,0.08218551955923951,0.008044963089265826,0.00011088004257793634,941.9612394104677
79,Franklin,10725,5337,5388,43.4,0.23142191142191143,0.2853146853146853,0.11664335664335665,0.14592074592074591,0.2206993006993007,0.5023776223776224,0.4976223776223776,Texas,78.0,1.0,77.0,727.2727272727273,1.282051282051282,48159.0,4.0,4/5N,0,1,0,0,0,0,1,0,9829,450,125,114,5,202,0.9164568764568765,0.04195804195804196,0.011655011655011656,0.01062937062937063,0.0004662004662004662,0.018834498834498836,0,0,0,0,0,1,0,39730,48222,15.2,85.5,19.0,4.6,284.4,30.87,69.13,G,Piney_Woods_RAC_G,968611,1993,319,23,229,0.0020575855529206253,0.00032933757721107854,2.374534255753858e-05,0.00023642101937723192,1493.0,101.0,22.0,1607,0.1392074592074592,0.007272727272727273,9.324009324009324e-05,37.71097046413502
80,Freestone,19717,10246,9471,42.1,0.226809352335548,0.31191357711619416,0.12567834863315921,0.1329309732717959,0.20266774864330273,0.480346908758939,0.519653091241061,Texas,128.0,0.0,128.0,649.185981640209,0.0,48161.0,7.0,7,0,1,0,0,0,0,1,0,15718,3124,288,176,6,405,0.7971800983922503,0.1584419536440635,0.014606684586904702,0.008926307247552874,0.00030430592889384796,0.020540650200334735,0,0,0,1,0,0,0,37066,49317,13.7,81.1,11.5,6.3,877.7,33.52,66.48,G,Piney_Woods_RAC_G,968611,1993,319,23,229,0.0020575855529206253,0.00032933757721107854,2.374534255753858e-05,0.00023642101937723192,2599.0,87.0,45.0,2844,0.1318151848658518,0.006491859816402089,0.0,22.46439557935513
81,Frio,20306,12016,8290,31.7,0.23259135230966216,0.45336353787058015,0.10228503890475721,0.08869299714370137,0.12306707377129912,0.40825371811287303,0.591746281887127,Texas,425.0,2.0,423.0,2092.9774450901214,0.4705882352941176,48163.0,8.0,8,0,1,0,0,0,0,1,0,18488,841,209,556,5,207,0.9104698118782626,0.04141633014872451,0.010292524377031419,0.027381069634590763,0.0002462326405988378,0.010194031320791884,0,0,0,0,1,0,0,27545,41038,27.5,62.8,7.3,3.8,1133.5,77.82,22.18,P,Southwest_Texas_RAC_P,2945792,5681,715,101,695,0.0019285136221430434,0.00024271910576171025,3.428619535934649e-05,0.00023592976014599808,3559.0,128.0,55.0,3068,0.17526839357825275,0.02092977445090121,9.849305623953512e-05,17.914424349360388
82,Gaines,21492,10877,10615,28.3,0.3611576400521124,0.3540387120789131,0.09794342080774242,0.09812953657174762,0.08873069048948445,0.49390470872882936,0.5060952912711707,Texas,86.0,0.0,86.0,400.14889261120425,0.0,48165.0,9.0,9/10,0,1,0,0,0,0,1,0,20394,498,228,89,9,274,0.9489112227805695,0.0231714126186488,0.01060859854829704,0.00414107574911595,0.0004187604690117253,0.01274892983435697,0,0,0,1,0,0,0,36009,56321,15.4,60.4,10.5,3.0,1502.4,36.96,63.04,B,B_RAC_B,513580,2720,757,28,206,0.005296156392382881,0.0014739670547918532,5.451925698041201e-05,0.0004011059620701741,2876.0,47.0,19.0,6324,0.13381723431974687,0.004001488926112041,0.0,14.30511182108626
83,Galveston,342139,167942,174197,38.1,0.2405279725491686,0.34915925983299184,0.12767325560663942,0.13361528501573922,0.14902422699546092,0.509141021631559,0.4908589783684409,Texas,8046.0,68.0,7978.0,2351.675780896069,0.8451404424558786,48167.0,6.0,6/5S,1,0,0,1,0,0,0,0,274585,45274,2759,11931,362,7228,0.8025539327583233,0.13232633520294385,0.008063973998871803,0.034871791874062884,0.0010580495061948507,0.02112591665960326,0,0,0,0,0,0,1,51785,71959,12.1,87.6,28.9,5.2,379.0,93.85,6.15,R,East_Texas_Gulf_Coast_RAC_R,1309237,1663,223,4,139,0.0012702054708200272,0.0001703282140666663,3.0552146020926694e-06,0.00010616870742272026,37396.0,186.0,147.0,43845,0.10930060589409568,0.023516757808960686,0.00019874963099792775,902.7414248021108
84,Garza,6229,4050,2179,34.6,0.16728206774763205,0.4637983624979933,0.14063252528495745,0.11285920693530262,0.11542783753411462,0.3498153796757104,0.6501846203242896,Texas,94.0,2.0,92.0,1509.0704768020548,2.127659574468085,48169.0,1.0,1,0,1,0,0,0,0,1,0,5546,458,64,47,8,106,0.8903515813132123,0.07352705089099373,0.010274522395248033,0.007545352384010275,0.0012843152994060042,0.017017177717129555,0,1,0,0,0,0,0,30072,46490,24.6,57.0,8.8,3.3,893.4,77.67,22.33,B,B_RAC_B,513580,2720,757,28,206,0.005296156392382881,0.0014739670547918532,5.451925698041201e-05,0.0004011059620701741,689.0,50.0,23.0,921,0.11061165516134211,0.01509070476802055,0.00032107882485150104,6.972240877546452
85,Gillespie,26988,13151,13837,50.3,0.1973840225285312,0.24992589298947682,0.10319401215354973,0.14899214465688454,0.3005039276715577,0.512709352304728,0.487290647695272,Texas,156.0,0.0,156.0,578.0346820809249,0.0,48171.0,8.0,8,0,1,0,0,0,1,0,0,26042,181,311,140,34,280,0.9649473840225286,0.006706684452349192,0.0115236401363569,0.005187490736623684,0.0012598191788943233,0.010374981473247369,0,0,0,0,0,1,0,60561,61433,9.6,89.3,34.1,2.6,1058.2,46.35,53.65,P,Southwest_Texas_RAC_P,2945792,5681,715,101,695,0.0019285136221430434,0.00024271910576171025,3.428619535934649e-05,0.00023592976014599808,2090.0,128.0,55.0,4483,0.0774418259967393,0.005780346820809248,0.0,25.503685503685503
86,Glasscock,1409,777,632,36.9,0.2540809084457062,0.35770049680624555,0.12207239176721078,0.11710432931156849,0.149041873669269,0.44854506742370476,0.5514549325762953,Texas,6.0,0.0,6.0,425.83392476934,0.0,48173.0,9.0,9/10,0,1,0,0,0,1,0,0,1368,22,7,2,2,8,0.9709013484740951,0.015613910574875798,0.0049680624556423,0.0014194464158978,0.0014194464158978,0.0056777856635912,0,1,0,0,0,0,0,102145,83330,9.7,75.2,25.2,2.6,900.2,0.0,100.0,J,Texas_J_RAC_J,526736,1754,770,48,172,0.0033299413748063547,0.0014618328726344887,9.112724400838371e-05,0.00032653929103004163,83.0,47.0,19.0,252,0.058907026259758695,0.0042583392476933995,0.0,1.5652077316151964
87,Goliad,7658,3766,3892,46.2,0.2072342648211021,0.2794463306346304,0.1213110472708279,0.15278140506659701,0.2392269522068425,0.5082266910420475,0.49177330895795246,Texas,68.0,1.0,67.0,887.9603029511621,1.4705882352941175,48175.0,8.0,8,1,0,0,0,0,0,0,1,7042,384,85,39,2,106,0.9195612431444241,0.0501436406372421,0.011099503786889528,0.005092713502219901,0.00026116479498563595,0.013841734134238705,0,1,0,0,0,0,0,43858,55008,14.4,88.8,16.0,4.9,852.0,0.0,100.0,S,Golden_Crescent_RAC_S,186672,525,122,17,47,0.0028124196451529957,0.0006535527556355533,9.106882660495414e-05,0.00025177852061369677,940.0,128.0,55.0,913,0.12274745364324889,0.008879603029511622,0.00013058239749281798,8.988262910798122
