,County,Population_Estimate,Population_Male,Population_Female,MEDIAN_AGE_TOT,Age017_Per_Pop_Est,Age1844_Per_Pop_Est,Age4554_Per_Pop_Est,Age_5564_Per_Pop_Est,Age_65_plus_Per_Pop_Est,Pop_Female_Ratio,Pop_Male_Ratio,State,Confirmed,Deaths,Active,Incidence_Rate,Lethality_Rate,FIPS,Public_Health_Region,Health_Service_Region,Metro_Area_Metro,Metro_Area_Non-Metro,NCHS_Urban_Rural_Classification_2013_Large Central Metro,NCHS_Urban_Rural_Classification_2013_Large Fringe Metro,NCHS_Urban_Rural_Classification_2013_Medium Metro,NCHS_Urban_Rural_Classification_2013_Micropolitan,NCHS_Urban_Rural_Classification_2013_Non-core,NCHS_Urban_Rural_Classification_2013_Small Metro,White,Black,American_Indian_Alaskan_Native,Asian,Native_Hawaiian_Other_Pacific_Islander,Two_Or_More_Races,White_Pop_Ratio,Black_Pop_Ratio,American_Indian_Alaskan_Native_Pop_Ratio,Asian_Pop_Ratio,Native_Hawaiian_Other_Pacific_Islander_Pop_Ratio,Two_Or_More_Races_Pop_Ratio,Rating,Social_Distancing_Score_B-,Social_Distancing_Score_C,Social_Distancing_Score_C-,Social_Distancing_Score_D,Social_Distancing_Score_D+,Social_Distancing_Score_D-,Social_Distancing_Score_F,Per_Capita_Income,Median_Household_Income,Percent_Population_Poverty,Percentage_High_School_Graduate_Or_Higher,Percentage_Bachelors_Degree_Or_Higher,Unemployment_Rate_Percentage,Land_Area,Percent_Urban,Percent_Rural,Trauma_Area_Letter,Service_Area_RAC,Trauma_Service_Area_Population_Estimate,Total_Staffed_Hospital_Beds,Available_Hospital_Beds,Available_ICU_Beds,Available_Ventilators,Total_Staffed_Hospital_Beds_Ratio,Available_Hospital_Beds_Ratio,Available_ICU_Beds_Ratio,Available_Ventilators_Ratio,Medicaid_Caseload,Nursing_Homes_With_Cases_In_HSR,Assisted_Living_Facilities_With_Cases_In_HSR,Population_Estimate,,# Uninsured,Medicaid_Caseload_Ratio,Confirmed_Per_Capita,Deaths_Per_Capita,Population_Density
203,San Jacinto,28859,14367,14492,45.5,0.212134863,0.282268963,0.118126061,0.162652899,0.224817215,0.502165702,0.497834298,Texas,135,2,133,467.7916768,1.481481481,48407,5,4/5N,0,1,0,0,0,0,1,0,25026,2738,298,157,22,618,0.867181815,0.094875082,0.010326068,0.005440244,0.000762327,0.021414463,5,0,0,1,0,0,0,0,34514,47028,17.5,82.8,10,5.6,569.2,0,100,H,Deep_East_Texas_RAC_H,272151,427,122,9,49,0.001568982,0.000448281,3.31E-05,0.000180047,4455,101,22,28859,0.176305485,5088,0.154371253,0.004677917,6.93E-05,50.70098384
204,San Patricio,66730,33647,33083,36.2,0.263719467,0.35083171,0.115435336,0.117023827,0.15298966,0.495774015,0.504225985,Texas,666,0,666,998.0518507,0,48409,11,11,1,0,0,0,1,0,0,0,62761,1388,672,812,106,991,0.940521505,0.02080024,0.010070433,0.01216844,0.001588491,0.014850892,1,0,0,0,0,0,0,1,43945,53559,17.3,78.1,14.5,7.6,693.4,80.35,19.65,U,Coastal_Bend_RAC_U,630897,2350,1071,148,167,0.003724855,0.001697583,0.000234587,0.000264702,11406,,,66730,0.161066986,10748,0.170927619,0.009980519,0,96.23593885
205,San Saba,6055,3280,2775,41.1,0.200495458,0.33014038,0.101238646,0.126176713,0.241948803,0.458298927,0.541701073,Texas,19,0,19,313.790256,0,48411,7,7,0,1,0,0,0,0,1,0,5570,242,90,39,0,114,0.919900908,0.039966969,0.014863749,0.006440958,0,0.018827415,6,0,1,0,0,0,0,0,41233,43827,16.8,74.5,14.5,3.2,1135.3,50.64,49.36,O,Capital _Area_Trauma_RAC_O,2375407,5534,563,50,253,0.002329706,0.000237012,2.10E-05,0.000106508,819,87,45,6055,0.192898431,1168,0.135260116,0.003137903,0,5.333392055
206,Schleicher,2793,1386,1407,39.2,0.238811314,0.322950233,0.114930183,0.123165055,0.200143215,0.503759398,0.496240602,Texas,33,1,32,1181.525242,3.03030303,48413,9,10-Sep,0,1,0,0,0,0,1,0,2638,50,30,12,0,63,0.944504117,0.017901898,0.010741139,0.004296455,0,0.022556391,6,0,1,0,0,0,0,0,40136,47317,16.5,76.3,19.1,3.7,1310.6,0,100,K,Concho_Valley_RAC_K,179457,369,167,4,27,0.002056203,0.000930585,2.23E-05,0.000150454,286,47,19,2793,0.224131758,626,0.102398854,0.011815252,0.000358038,2.131084999
207,Scurry,16703,9028,7675,36.7,0.248039274,0.363407771,0.116565886,0.118361971,0.153625097,0.459498294,0.540501706,Texas,387,1,386,2316.949051,0.258397933,48415,2,3-Feb,0,1,0,0,0,1,0,0,15098,915,235,133,9,313,0.903909477,0.054780578,0.014069329,0.007962641,0.000538825,0.018739149,3,0,0,0,1,0,0,0,42095,53059,15.8,80.7,15.4,4.4,905.4,68.3,31.7,B,B_RAC_B,513580,2720,757,28,206,0.005296156,0.001473967,5.45E-05,0.000401106,2120,261,152,16703,0.142668982,2383,0.126923307,0.023169491,5.99E-05,18.44819969
208,Shackelford,3265,1595,1670,44.2,0.22848392,0.282082695,0.113323124,0.164471669,0.211638591,0.511485452,0.488514548,Texas,16,0,16,490.0459418,0,48417,2,3-Feb,0,1,0,0,0,0,1,0,3096,60,34,15,2,58,0.948238897,0.018376723,0.010413476,0.004594181,0.000612557,0.017764165,6,0,1,0,0,0,0,0,130461,57126,13.4,84.5,25.2,3,914.3,0,100,D,Big_Country_RAC_D,306972,1643,604,29,79,0.00535228,0.001967606,9.45E-05,0.000257352,351,261,152,3265,0.168147014,549,0.107503828,0.004900459,0,3.571037953
209,Shelby,25274,12536,12738,38.6,0.25971354,0.313009417,0.119569518,0.128392815,0.179314711,0.503996202,0.496003798,Texas,348,14,334,1376.909077,4.022988506,48419,5,4/5N,0,1,0,0,0,0,1,0,19770,4491,264,345,21,383,0.782226794,0.17769249,0.010445517,0.013650392,0.000830893,0.015153913,3,0,0,0,1,0,0,0,41666,41961,20.6,75.4,15.3,5.1,795.6,20.57,79.43,G,Piney_Woods_RAC_G,968611,1993,319,23,229,0.002057586,0.000329338,2.37E-05,0.000236421,4730,101,22,25274,0.203766717,5150,0.187148849,0.013769091,0.000553929,31.76721971
210,Sherman,3022,1576,1446,37.6,0.267372601,0.31535407,0.132362674,0.132031767,0.152878888,0.478491066,0.521508934,Texas,35,0,35,1158.173395,0,48421,1,1,0,1,0,0,0,0,1,0,2862,57,40,25,0,38,0.947054931,0.018861681,0.013236267,0.008272667,0,0.012574454,6,0,1,0,0,0,0,0,49508,57052,12.1,74.3,21.6,3.1,922.9,0,100,A,Panhandle_RAC_A,440127,1306,467,68,112,0.002967325,0.001061057,0.000154501,0.000254472,293,50,23,3022,0.253805427,767,0.096955659,0.011581734,0,3.274460938
211,Smith,232751,112259,120492,36.8,0.24390443,0.35220042,0.114074698,0.120811511,0.169008941,0.517686283,0.482313717,Texas,2106,13,2093,904.8296248,0.617283951,48423,4,4/5N,1,0,0,0,0,0,0,1,180975,41446,1971,3837,246,4276,0.77754768,0.178070126,0.008468277,0.016485429,0.001056923,0.018371564,1,0,0,0,0,0,0,1,55229,56848,15,84.7,24.7,4.1,921.5,68.39,31.61,G,Piney_Woods_RAC_G,968611,1993,319,23,229,0.002057586,0.000329338,2.37E-05,0.000236421,31247,101,22,232751,0.158590081,36912,0.134250766,0.009048296,5.59E-05,252.5784048
212,Somervell,9128,4508,4620,42.7,0.219544259,0.307843996,0.132340053,0.14636284,0.193908852,0.506134969,0.493865031,Texas,46,0,46,503.9439089,0,48425,3,3-Feb,1,0,0,1,0,0,0,0,8555,116,157,96,4,200,0.937226117,0.012708151,0.017199825,0.01051709,0.000438212,0.021910605,1,0,0,0,0,0,0,1,45756,63929,9.7,82.7,19.2,4.5,186.5,0,100,E,North_Central_Texas_RAC_E,8080080,12019,1650,265,1753,0.001487485,0.000204206,3.28E-05,0.000216953,1006,261,152,9128,0.155017528,1415,0.110210342,0.005039439,0,48.94369973
213,Starr,64633,31537,33096,29,0.326396732,0.365711014,0.110841211,0.083022605,0.114028437,0.512060403,0.487939597,Texas,1559,22,1537,2412.080516,1.411161001,48427,11,11,0,1,0,0,0,1,0,0,63738,262,270,157,15,191,0.986152585,0.004053657,0.004177433,0.0024291,0.00023208,0.002955147,3,0,0,0,1,0,0,0,26316,30490,33.2,48.5,9.3,11.7,1223.2,76.29,23.71,V,Lower_Rio_Grande_Valley_RAC_V,1385112,3307,949,226,181,0.002387533,0.000685143,0.000163164,0.000130675,20138,,,64633,0.24778364,16015,0.311574583,0.024120805,0.000340383,52.83927404
214,Stephens,9366,4932,4434,40.1,0.219624173,0.336002562,0.107196242,0.135383301,0.201793722,0.473414478,0.526585522,Texas,23,0,23,245.5690796,0,48429,2,3-Feb,0,1,0,0,0,0,1,0,8748,280,126,79,7,126,0.934016656,0.029895366,0.013452915,0.008434764,0.000747384,0.013452915,6,0,1,0,0,0,0,0,39289,43115,19.4,77.1,16.9,4.7,896.7,60.63,39.37,D,Big_Country_RAC_D,306972,1643,604,29,79,0.00535228,0.001967606,9.45E-05,0.000257352,1315,261,152,9366,0.191437113,1793,0.140401452,0.002455691,0,10.44496487
215,Sterling,1291,653,638,36.4,0.285050349,0.333075136,0.115414407,0.122385747,0.144074361,0.49419055,0.50580945,Texas,1,0,1,77.45933385,0,48431,9,10-Sep,0,1,0,0,0,0,1,0,1206,27,30,5,1,22,0.934159566,0.02091402,0.0232378,0.003872967,0.000774593,0.017041053,6,0,1,0,0,0,0,0,58174,59064,12.6,85.8,23.7,3.8,923.4,0,100,K,Concho_Valley_RAC_K,179457,369,167,4,27,0.002056203,0.000930585,2.23E-05,0.000150454,137,47,19,1291,0.185127808,239,0.106119287,0.000774593,0,1.398094
216,Stonewall,1350,658,692,47.7,0.224444444,0.242962963,0.112592593,0.152592593,0.267407407,0.512592593,0.487407407,Texas,4,0,4,296.2962963,0,48433,2,3-Feb,0,1,0,0,0,0,1,0,1237,45,23,17,0,28,0.916296296,0.033333333,0.017037037,0.012592593,0,0.020740741,6,0,1,0,0,0,0,0,53416,46915,14.6,79.5,13.5,3.4,916.3,0,100,D,Big_Country_RAC_D,306972,1643,604,29,79,0.00535228,0.001967606,9.45E-05,0.000257352,159,261,152,1350,0.16962963,229,0.117777778,0.002962963,0,1.473316599
217,Sutton,3776,1928,1848,41.7,0.235699153,0.298463983,0.136122881,0.138241525,0.191472458,0.48940678,0.51059322,Texas,54,0,54,1430.084746,0,48435,9,10-Sep,0,1,0,0,0,0,1,0,3630,36,51,20,1,38,0.961334746,0.009533898,0.013506356,0.00529661,0.000264831,0.010063559,6,0,1,0,0,0,0,0,61478,54774,14.2,76.6,16.8,5.1,1453.9,81.2,18.8,K,Concho_Valley_RAC_K,179457,369,167,4,27,0.002056203,0.000930585,2.23E-05,0.000150454,382,47,19,3776,0.177701271,671,0.101165254,0.014300847,0,2.597152486
218,Swisher,7397,3955,3442,36.3,0.246586454,0.354062458,0.108692713,0.114235501,0.176422874,0.46532378,0.53467622,Texas,72,1,71,973.3675815,1.388888889,48437,1,1,0,1,0,0,0,0,1,0,6409,638,122,51,12,165,0.866432337,0.086251183,0.016493173,0.006894687,0.001622279,0.02230634,6,0,1,0,0,0,0,0,41977,43084,19.2,80.5,14.8,4.1,890.2,62.43,37.57,A,Panhandle_RAC_A,440127,1306,467,68,112,0.002967325,0.001061057,0.000154501,0.000254472,1198,50,23,7397,0.167770718,1241,0.16195755,0.009733676,0.00013519,8.309368681
219,Tarrant,2102515,1027836,1074679,34.8,0.260274956,0.380564705,0.127280899,0.115584907,0.116294533,0.511139754,0.488860246,Texas,25146,344,24802,1195.996224,1.368010817,48439,3,3-Feb,1,0,1,0,0,0,0,0,1526798,375552,18536,122149,5303,54177,0.726176983,0.178620367,0.008816108,0.058096613,0.002522217,0.025767712,1,0,0,0,0,0,0,1,51239,66059,12.1,85.2,30.7,3.7,865.3,98.71,1.29,E,North_Central_Texas_RAC_E,8080080,12019,1650,265,1753,0.001487485,0.000204206,3.28E-05,0.000216953,246706,261,152,2102515,0.157703037,331573,0.117338521,0.011959962,0.000163614,2429.81047
220,Taylor,138034,67130,70904,32.6,0.248127273,0.402350146,0.094643349,0.109038353,0.14584088,0.513670545,0.486329455,Texas,1007,14,993,729.5304056,1.390268123,48441,2,3-Feb,1,0,0,0,0,0,0,1,117573,11546,1398,3217,212,4088,0.851768405,0.083646058,0.010127939,0.023305852,0.001535853,0.029615892,1,0,0,0,0,0,0,1,45333,48040,16,86.8,24.1,3.5,915.5,83.97,16.03,D,Big_Country_RAC_D,306972,1643,604,29,79,0.00535228,0.001967606,9.45E-05,0.000257352,19420,261,152,138034,0.136495356,18841,0.140689975,0.007295304,0.000101424,150.7744402
221,Terrell,776,391,385,51,0.18814433,0.253865979,0.090206186,0.139175258,0.328608247,0.496134021,0.503865979,Texas,2,0,2,257.7319588,0,48443,9,10-Sep,0,1,0,0,0,0,1,0,707,13,28,9,0,19,0.911082474,0.016752577,0.036082474,0.011597938,0,0.024484536,,0,0,0,0,0,0,0,48024,41413,18.9,76.4,17,4.9,2358,0,100,J,Texas_J_RAC_J,526736,1754,770,48,172,0.003329941,0.001461833,9.11E-05,0.000326539,83,47,19,776,0.208762887,162,0.106958763,0.00257732,0,0.329092451
222,Terry,12337,6506,5831,34.6,0.272189349,0.352030477,0.108778471,0.116397828,0.150603875,0.472643268,0.527356732,Texas,86,0,86,697.0900543,0,48445,1,1,0,1,0,0,0,0,1,0,11317,580,167,75,9,189,0.917321877,0.04701305,0.013536516,0.006079274,0.000729513,0.01531977,4,0,0,0,0,1,0,0,32062,41268,22.4,69.2,12.1,5,888.8,75.33,24.67,B,B_RAC_B,513580,2720,757,28,206,0.005296156,0.001473967,5.45E-05,0.000401106,2365,50,23,12337,0.19291562,2380,0.191699765,0.006970901,0,13.88051305
223,Throckmorton,1501,718,783,51.1,0.192538308,0.246502332,0.106595603,0.157894737,0.296469021,0.521652232,0.478347768,Texas,2,0,2,133.2445037,0,48447,2,3-Feb,0,1,0,0,0,0,1,0,1439,14,20,8,0,20,0.958694204,0.009327115,0.01332445,0.00532978,0,0.01332445,7,1,0,0,0,0,0,0,35941,42701,14.3,80.6,19.9,4.3,912.6,0,100,D,Big_Country_RAC_D,306972,1643,604,29,79,0.00535228,0.001967606,9.45E-05,0.000257352,155,261,152,1501,0.201865423,303,0.10326449,0.001332445,0,1.64475126
224,Titus,32750,16045,16705,34.2,0.28680916,0.333526718,0.121618321,0.11010687,0.147938931,0.510076336,0.489923664,Texas,1087,6,1081,3319.083969,0.551977921,48449,4,4/5N,0,1,0,0,0,1,0,0,27756,3246,793,387,54,514,0.84751145,0.099114504,0.02421374,0.011816794,0.001648855,0.015694656,1,0,0,0,0,0,0,1,34718,45604,18.6,72.1,15.2,5.3,406.1,49.44,50.56,F,Northeast_Texas_RAC_F,273329,2063,693,102,63,0.007547681,0.002535406,0.000373177,0.000230491,5601,101,22,32750,0.213374046,6988,0.171022901,0.03319084,0.000183206,80.64516129
225,Tom Green,119200,59315,59885,34.5,0.237692953,0.390771812,0.100872483,0.114412752,0.15625,0.50239094,0.49760906,Texas,1922,18,1904,1612.416107,0.936524454,48451,9,10-Sep,1,0,0,0,0,0,0,1,108013,5216,1363,1699,217,2692,0.906149329,0.043758389,0.011434564,0.014253356,0.00182047,0.022583893,1,0,0,0,0,0,0,1,45993,51393,15.5,83.3,22.4,3.7,1522,84.36,15.64,K,Concho_Valley_RAC_K,179457,369,167,4,27,0.002056203,0.000930585,2.23E-05,0.000150454,14513,47,19,119200,0.143800336,17141,0.121753356,0.016124161,0.000151007,78.31800263
226,Travis,1273954,643738,630216,34.8,0.212236078,0.453368018,0.127923771,0.104778508,0.101693625,0.494692901,0.505307099,Texas,19177,241,18936,1505.313379,1.256713772,48453,7,7,1,0,1,0,0,0,0,0,1015450,113258,15251,94528,1581,33886,0.797085295,0.088902739,0.01197139,0.074200481,0.001241018,0.026599077,1,0,0,0,0,0,0,1,67504,76255,12,88.2,46.4,3,993.5,94.54,5.46,O,Capital _Area_Trauma_RAC_O,2375407,5534,563,50,253,0.002329706,0.000237012,2.10E-05,0.000106508,107370,87,45,1273954,0.124575927,158704,0.084280908,0.015053134,0.000189175,1282.288878
227,Trinity,14651,7040,7611,48.9,0.197051396,0.259572725,0.111937752,0.161422429,0.270015699,0.519486724,0.480513276,Texas,117,0,117,798.5803017,0,48455,5,4/5N,0,1,0,0,0,1,0,0,12846,1311,155,76,10,253,0.876800218,0.089481947,0.010579483,0.005187359,0.000682547,0.017268446,4,0,0,0,0,1,0,0,34514,40486,17.7,83.7,12.2,5.5,693.8,22.76,77.24,G,Piney_Woods_RAC_G,968611,1993,319,23,229,0.002057586,0.000329338,2.37E-05,0.000236421,2472,101,22,14651,0.149614361,2192,0.168725684,0.007985803,0,21.11703661
228,Tyler,21672,11694,9978,42.5,0.192552602,0.334210041,0.112310816,0.135059062,0.225867479,0.460409745,0.539590255,Texas,94,0,94,433.7393872,0,48457,5,4/5N,0,1,0,0,0,0,1,0,18592,2428,182,135,15,320,0.857881137,0.112033961,0.008397933,0.006229236,0.000692137,0.014765596,3,0,0,0,1,0,0,0,32081,44041,18.2,84.4,11.3,7.3,924.4,21.87,78.13,H,Deep_East_Texas_RAC_H,272151,427,122,9,49,0.001568982,0.000448281,3.31E-05,0.000180047,3112,101,22,21672,0.117478774,2546,0.143595423,0.004337394,0,23.44439637
229,Upshur,41753,20582,21171,41,0.237875123,0.307211458,0.118722008,0.148779728,0.187411683,0.507053385,0.492946615,Texas,158,1,157,378.4159222,0.632911392,48459,4,4/5N,1,0,0,0,0,0,0,1,36860,3310,470,218,22,873,0.882810816,0.079275741,0.011256676,0.005221182,0.000526908,0.020908677,1,0,0,0,0,0,0,1,36645,48554,15.9,83.4,15.8,5.2,583,20.7,79.3,G,Piney_Woods_RAC_G,968611,1993,319,23,229,0.002057586,0.000329338,2.37E-05,0.000236421,5989,101,22,41753,0.146240989,6106,0.143438795,0.003784159,2.40E-05,71.61749571
230,Upton,3657,1844,1813,35.1,0.286300246,0.342357123,0.105550998,0.118949959,0.146841674,0.495761553,0.504238447,Texas,13,0,13,355.482636,0,48461,9,10-Sep,0,1,0,0,0,0,1,0,3342,125,105,22,1,62,0.913863823,0.034181023,0.028712059,0.00601586,0.000273448,0.016953787,6,0,1,0,0,0,0,0,44545,53867,14.2,75.4,9.9,3.8,1241.3,0,100,J,Texas_J_RAC_J,526736,1754,770,48,172,0.003329941,0.001461833,9.11E-05,0.000326539,474,47,19,3657,0.193054416,706,0.129614438,0.003554826,0,2.94610489
231,Uvalde,26741,13126,13615,34.5,0.268127594,0.348827643,0.10811114,0.10635354,0.168580083,0.509143263,0.490856737,Texas,401,5,396,1499.569949,1.246882793,48463,8,8,0,1,0,0,0,1,0,0,25547,343,321,231,25,274,0.955349463,0.012826745,0.012004039,0.00863842,0.000934894,0.010246438,3,0,0,0,1,0,0,0,39458,39725,22.9,69.3,14.9,4.7,1551.9,68.62,31.38,P,Southwest_Texas_RAC_P,2945792,5681,715,101,695,0.001928514,0.000242719,3.43E-05,0.00023593,5584,128,55,26741,0.18544557,4959,0.20881792,0.014995699,0.000186979,17.23113603
232,Val Verde,49025,25054,23971,31.9,0.283875574,0.374421214,0.109168791,0.089688934,0.142845487,0.488954615,0.511045385,Texas,1154,22,1132,2353.901071,1.906412478,48465,8,8,0,1,0,0,0,1,0,0,46380,1024,504,424,94,599,0.946047935,0.020887302,0.010280469,0.008648649,0.001917389,0.012218256,4,0,0,0,0,1,0,0,36554,44276,18.9,66.9,17.5,5.1,3144.7,89.84,10.16,P,Southwest_Texas_RAC_P,2945792,5681,715,101,695,0.001928514,0.000242719,3.43E-05,0.00023593,9855,128,55,49025,0.188108108,9222,0.201019888,0.023539011,0.000448751,15.58972239
233,Van Zandt,56590,27633,28957,42.7,0.229775579,0.296854568,0.125393179,0.144848913,0.203127761,0.51169818,0.48830182,Texas,297,4,293,524.8277081,1.346801347,48467,4,4/5N,0,1,0,0,0,0,1,0,52988,1657,546,325,86,988,0.936349178,0.029280792,0.009648348,0.005743064,0.001519703,0.017458915,1,0,0,0,0,0,0,1,38200,51152,15.6,82.3,16.3,3.7,842.6,24.98,75.02,G,Piney_Woods_RAC_G,968611,1993,319,23,229,0.002057586,0.000329338,2.37E-05,0.000236421,7161,101,22,56590,0.16453437,9311,0.126541792,0.005248277,7.07E-05,67.16116781
234,Victoria,92084,45112,46972,36.3,0.252519439,0.353003779,0.106315972,0.122638026,0.165522784,0.510099474,0.489900526,Texas,2870,27,2843,3116.719517,0.940766551,48469,8,8,1,0,0,0,0,0,0,1,82376,6047,824,1307,83,1447,0.894574519,0.065668303,0.008948352,0.014193562,0.000901351,0.015713913,1,0,0,0,0,0,0,1,46142,51646,15.4,83.6,18.8,4.8,882.1,73.37,26.63,S,Golden_Crescent_RAC_S,186672,525,122,17,47,0.00281242,0.000653553,9.11E-05,0.000251779,14260,128,55,92084,0.154207028,14200,0.154858607,0.031167195,0.000293211,104.3917923
235,Walker,72971,42377,30594,36.2,0.147044716,0.467870798,0.13551959,0.111852654,0.137712242,0.419262447,0.580737553,Texas,2697,28,2669,3695.988817,1.038190582,48471,6,6/5S,0,1,0,0,0,1,0,0,53061,17206,612,833,86,1173,0.727151882,0.235792301,0.008386893,0.011415494,0.00117855,0.016074879,1,0,0,0,0,0,0,1,28016,43681,26.1,82.6,19.5,4.6,784.2,54.42,45.58,Q,Southeast_Texas_Trauma_RAC_Q,6688587,6905,1243,70,915,0.001032356,0.000185839,1.05E-05,0.0001368,6541,186,147,72971,0.123131107,8985,0.089638349,0.036959888,0.000383714,93.05151747
236,Waller,55246,27503,27743,29.6,0.241193933,0.426383811,0.104188539,0.109745502,0.118488216,0.502172103,0.497827897,Texas,348,0,348,629.9098577,0,48473,6,6/5S,1,0,0,1,0,0,0,0,39205,13507,810,754,66,904,0.709644137,0.244488289,0.014661695,0.013648047,0.001194657,0.016363176,1,0,0,0,0,0,0,1,39995,59807,15.9,78.4,18.7,4.9,513.3,38.36,61.64,Q,Southeast_Texas_Trauma_RAC_Q,6688587,6905,1243,70,915,0.001032356,0.000185839,1.05E-05,0.0001368,6687,186,147,55246,0.178745973,9875,0.121040437,0.006299099,0,107.6290668
237,Ward,11998,6082,5916,33.9,0.288381397,0.357142857,0.105434239,0.113268878,0.135772629,0.49308218,0.50691782,Texas,74,2,72,616.7694616,2.702702703,48475,9,10-Sep,0,1,0,0,0,0,1,0,10825,635,191,71,11,265,0.902233706,0.052925488,0.01591932,0.005917653,0.000916819,0.022087015,3,0,0,0,1,0,0,0,49916,53621,13.9,77,14.1,4.1,835.6,72.11,27.89,J,Texas_J_RAC_J,526736,1754,770,48,172,0.003329941,0.001461833,9.11E-05,0.000326539,1510,47,19,11998,0.172612102,2071,0.125854309,0.006167695,0.000166694,14.35854476
238,Washington,35882,17537,18345,41.6,0.213616855,0.32194415,0.106376456,0.138202999,0.21985954,0.511259127,0.488740873,Texas,441,34,407,1229.028482,7.709750567,48477,7,7,0,1,0,0,0,1,0,0,28191,6325,216,630,20,500,0.785658547,0.176272226,0.006019731,0.01755755,0.000557383,0.013934563,1,0,0,0,0,0,0,1,52265,54332,13.8,82.6,22,4.2,604.2,46.51,53.49,N,Brazos_Valley_RAC_N,360335,533,123,8,42,0.001479179,0.000341349,2.22E-05,0.000116558,4160,87,45,35882,0.142439106,5111,0.115935567,0.012290285,0.00094755,59.38761999
239,Webb,276652,136141,140511,29.1,0.324075011,0.374943973,0.11625797,0.087413068,0.097309978,0.507898009,0.492101991,Texas,4872,97,4775,1761.057213,1.990968801,48479,11,11,1,0,0,0,1,0,0,0,269940,2033,1601,1704,148,1226,0.975738473,0.007348582,0.005787054,0.006159363,0.000534968,0.00443156,1,0,0,0,0,0,0,1,31635,44919,25.7,65.7,17.5,4.2,3361.5,97.4,2.6,T,Seven_Flags_RAC_T,295669,890,147,0,94,0.003010123,0.000497178,0,0.000317923,68569,,,276652,0.250809681,69387,0.247852898,0.017610572,0.000350621,82.30016362
240,Wharton,41556,20413,21143,37.4,0.257772644,0.327846761,0.111776879,0.128405044,0.174198672,0.508783329,0.491216671,Texas,499,1,498,1200.789296,0.200400802,48481,6,6/5S,0,1,0,0,0,1,0,0,34836,5646,348,244,26,456,0.8382905,0.135864857,0.008374242,0.005871595,0.000625662,0.010973145,2,0,0,0,0,0,1,0,41473,48040,16.8,78,14.5,4.5,1086.2,50.1,49.9,Q,Southeast_Texas_Trauma_RAC_Q,6688587,6905,1243,70,915,0.001032356,0.000185839,1.05E-05,0.0001368,6709,186,147,41556,0.179925883,7477,0.161444797,0.012007893,2.41E-05,38.25814767
241,Wheeler,5056,2539,2517,40.1,0.253955696,0.299248418,0.106012658,0.142602848,0.19818038,0.497824367,0.502175633,Texas,31,0,31,613.1329114,0,48483,1,1,0,1,0,0,0,0,1,0,4670,157,94,44,0,91,0.923655063,0.031052215,0.018591772,0.008702532,0,0.017998418,6,0,1,0,0,0,0,0,41801,48018,14,80.3,14.1,4.1,914.5,0,100,A,Panhandle_RAC_A,440127,1306,467,68,112,0.002967325,0.001061057,0.000154501,0.000254472,583,50,23,5056,0.211234177,1068,0.115308544,0.006131329,0,5.52870421
242,Wichita,132230,68342,63888,34.6,0.225274144,0.398714361,0.103887166,0.121976859,0.15014747,0.483158134,0.516841866,Texas,808,9,799,611.0564925,1.113861386,48485,2,3-Feb,1,0,0,0,0,0,0,1,109000,14679,1754,2824,199,3774,0.824321258,0.111011117,0.013264766,0.021356727,0.001504953,0.028541178,1,0,0,0,0,0,0,1,43170,47477,17.8,86,22.2,3.7,627.6,89.33,10.67,C,North_Texas_RAC_C,219793,1050,237,14,30,0.004777222,0.001078287,6.37E-05,0.000136492,18867,261,152,132230,0.134538304,17790,0.142683204,0.006110565,6.81E-05,210.6915233
243,Wilbarger,12769,6278,6491,39.5,0.220925679,0.342235101,0.111989976,0.135249432,0.189599812,0.508340512,0.491659488,Texas,35,0,35,274.1013392,0,48487,2,3-Feb,0,1,0,0,0,1,0,0,10789,1051,205,400,9,315,0.844936957,0.082308716,0.016054507,0.031325867,0.000704832,0.024669121,3,0,0,0,1,0,0,0,42041,44735,15.3,78,15.5,4.7,970.9,78.11,21.89,C,North_Texas_RAC_C,219793,1050,237,14,30,0.004777222,0.001078287,6.37E-05,0.000136492,2117,261,152,12769,0.17581643,2245,0.165792153,0.002741013,0,13.1517149
244,Willacy,21358,11817,9541,33.1,0.23480663,0.423260605,0.103755033,0.095046353,0.143131379,0.446717857,0.553282143,Texas,557,4,553,2607.92209,0.718132855,48489,11,11,0,1,0,0,0,1,0,0,20299,584,153,185,14,123,0.950416706,0.027343384,0.007163592,0.00866186,0.000655492,0.005758966,4,0,0,0,0,1,0,0,28593,33171,35,63.1,8.6,11,590.6,65.42,34.58,V,Lower_Rio_Grande_Valley_RAC_V,1385112,3307,949,226,181,0.002387533,0.000685143,0.000163164,0.000130675,5074,,,21358,0.15778631,3370,0.237569061,0.026079221,0.000187283,36.16322384
245,Williamson,590551,291138,299413,36.7,0.252235624,0.384190358,0.134748735,0.104869859,0.123955425,0.507006169,0.492993831,Texas,5246,92,5154,888.3229391,1.753717118,48491,7,7,1,0,0,1,0,0,0,0,476279,43546,5113,47339,928,17346,0.806499354,0.073737916,0.008658016,0.080160731,0.001571414,0.029372569,1,0,0,0,0,0,0,1,50776,87817,6.4,92.9,39.4,3.2,1115.5,88.01,11.99,O,Capital _Area_Trauma_RAC_O,2375407,5534,563,50,253,0.002329706,0.000237012,2.10E-05,0.000106508,36093,87,45,590551,0.092760828,54780,0.061117499,0.008883229,0.000155787,529.4047512
