,index,County,Population_Estimate,Population_Male,Population_Female,MEDIAN_AGE_TOT,Age017_Per_Pop_Est,Age1844_Per_Pop_Est,Age4554_Per_Pop_Est,Age_5564_Per_Pop_Est,Age_65_plus_Per_Pop_Est,Pop_Female_Ratio,Pop_Male_Ratio,State,Confirmed,Deaths,Active,Incidence_Rate,Lethality_Rate,FIPS,Public_Health_Region,Health_Service_Region,Metro_Area_Metro,Metro_Area_Non-Metro,NCHS_Urban_Rural_Classification_2013_Large Central Metro,NCHS_Urban_Rural_Classification_2013_Large Fringe Metro,NCHS_Urban_Rural_Classification_2013_Medium Metro,NCHS_Urban_Rural_Classification_2013_Micropolitan,NCHS_Urban_Rural_Classification_2013_Non-core,NCHS_Urban_Rural_Classification_2013_Small Metro,White,Black,American_Indian_Alaskan_Native,Asian,Native_Hawaiian_Other_Pacific_Islander,Two_Or_More_Races,White_Pop_Ratio,Black_Pop_Ratio,American_Indian_Alaskan_Native_Pop_Ratio,Asian_Pop_Ratio,Native_Hawaiian_Other_Pacific_Islander_Pop_Ratio,Two_Or_More_Races_Pop_Ratio,Social_Distancing_Score_B,Social_Distancing_Score_B-,Social_Distancing_Score_C,Social_Distancing_Score_C-,Social_Distancing_Score_D,Social_Distancing_Score_D+,Social_Distancing_Score_D-,Social_Distancing_Score_F,Per_Capita_Income,Median_Household_Income,Percent_Population_Poverty,Percentage_High_School_Graduate_Or_Higher,Percentage_Bachelors_Degree_Or_Higher,Unemployment_Rate_Percentage,Land_Area,Percent_Urban,Percent_Rural,Trauma_Area_Letter,Service_Area_RAC,Trauma_Service_Area_Population_Estimate,Total_Staffed_Hospital_Beds,Available_Hospital_Beds,Available_ICU_Beds,Available_Ventilators,Total_Staffed_Hospital_Beds_Ratio,Available_Hospital_Beds_Ratio,Available_ICU_Beds_Ratio,Available_Ventilators_Ratio,Medicaid_Caseload,Nursing_Homes_With_Cases_In_HSR,Assisted_Living_Facilities_With_Cases_In_HSR,# Uninsured,Medicaid_Caseload_Ratio,Confirmed_Per_Capita,Deaths_Per_Capita,Population_Density,Log_Lethality
20,28,Calhoun,21290,0.004001083038513311,0.0037573194809048596,0.4937238493723848,0.5028539459824369,0.2814228922558918,0.36740596589365526,0.5014828775279148,0.44858788454912324,0.7426260986002733,0.25737390139972627,Texas,97.0,3.0,0.0019292413629348215,0.08120507254432996,0.2061855670103093,48057.0,8.0,8,0,1,0,0,0,1,0,0,0.004930052777512365,0.0006675113306859636,0.0030437742801073327,0.0032455876221800157,0.0020833333333333333,0.002623736719357346,0.7877212854786355,0.0807877636487091,0.1497229445942228,0.24605736614166265,0.033908687946761606,0.2313322143636594,0,0,0,0,0,0,0,1,0.12586229735375337,0.29840537254034927,0.30434782608695654,0.7095343680709536,0.18881118881118883,0.39175257731958757,0.06267542845821088,0.5565401268754406,0.4434598731245594,S,Golden_Crescent_RAC_S,0.000913219122086955,0.006552239868955201,133,15,40,0.0028392045941544528,0.0007124796434387589,8.03548470043713e-05,0.00021427959201165682,0.004107275851135216,0.29213483146067415,0.2222222222222222,0.002932900134915609,0.3519284899161811,0.004556129638327853,0.00014091122592766557,0.013428789634371044,-1.5789787049493917
21,30,Cameron,423163,0.08756700017580127,0.09080160645007916,0.20920502092050186,0.827996957651376,0.36867556643678057,0.36155936521842547,0.1491882248855061,0.21303315224233532,0.9110343701055394,0.08896562989446011,Texas,2779.0,67.0,0.07963314733467886,0.1294742322301394,0.16072927911718846,48061.0,11.0,11,1,0,0,0,1,0,0,0,0.12452244883505753,0.0036479281638761574,0.05703071809043213,0.009615161902997174,0.0546875,0.025362788287121015,0.9648485637565296,0.012302706102295016,0.08813645789096375,0.026364970269954418,0.04478249307630171,0.0606519170327878,0,0,0,0,0,0,0,1,0.02486269474928421,0.10523988503205839,0.7625418060200668,0.37915742793791574,0.22144522144522147,0.5051546391752578,0.1262259353432619,0.9221629241768201,0.07783707582317995,V,Lower_Rio_Grande_Valley_RAC_V,0.15260252261119156,0.18403247631935046,408,36,177,0.0021817730262967904,0.0002945610174484085,2.599067801015369e-05,0.000127787500216589,0.15647762382662428,0.07303370786516855,0.0,0.11437980120598035,0.7665903840824078,0.006567209325957137,0.00015833142311591513,0.1567788734424704,-1.8280338254656563
22,31,Camp,13094,0.0020471652151298598,0.002228089609161216,0.46025104602510436,0.6333956599755667,0.21045547586038527,0.33361678135824957,0.44413614239354704,0.4654910643610044,0.9216954862029976,0.07830451379700154,Texas,123.0,2.0,0.002730618544461593,0.19731254156648967,0.10840108401084012,48063.0,4.0,4/5N,0,1,0,0,0,0,1,0,0.0022684348105073927,0.002261885528184284,0.001882334094276903,0.00035611710751841386,0.003993055555555556,0.003357951109959402,0.5440740209903876,0.4787741778156625,0.18258975860800258,0.038849509750852954,0.10567223681896769,0.5351838475999515,0,0,0,0,0,0,1,0,0.12578078032178852,0.18273269953570637,0.4581939799331104,0.7250554323725058,0.1794871794871795,0.3711340206185567,0.01132648680777994,0.38787634679287086,0.6121236532071291,G,Piney_Woods_RAC_G,0.0998850343827316,0.11366711772665763,554,89,231,0.0020999142070449333,0.0005719530337772336,9.188415163569276e-05,0.00023848583177353964,0.0031530900429899787,0.19662921348314605,0.030303030303030304,0.001593656213001459,0.5113568666542011,0.009393615396364748,0.0001527417137620284,0.02166946999564124,-2.221917189926591
23,33,Cass,30026,0.005533248897392366,0.005929770075989405,0.7196652719665271,0.4077834661383949,0.12326889327028134,0.48930067808846767,0.6182609980745213,0.6494324859010117,0.9383360494773276,0.06166395052267193,Texas,48.0,2.0,0.0005045708179983379,0.0102199347008473,0.27777777777777773,48067.0,4.0,4/5N,0,1,0,0,0,0,1,0,0.006460963903160942,0.005398551032729313,0.003964916496455605,0.0003908602399592347,0.002777777777777778,0.004847974432063574,0.5762544249953225,0.4936083444867038,0.11677718239113777,0.012250402429484199,0.03205737100675213,0.2995469448756113,0,0,0,0,1,0,0,0,0.10789798143449603,0.1888127349104577,0.511705685618729,0.8292682926829271,0.16550116550116548,0.41237113402061853,0.13368886834197405,0.26170576981170074,0.7382942301882993,F,Northeast_Texas_RAC_F,0.011881594653991214,0.06872729862545403,819,99,79,0.00513300820622766,0.002996388967142162,0.00036220086416004156,0.0002890289724105382,0.006943287147987288,0.19662921348314605,0.030303030303030304,0.003269913819213084,0.43722858598545633,0.0015986145340704722,6.6608938919603e-05,0.010127822816875768,-1.2809338454620645
24,34,Castro,7530,0.0009782421326790616,0.0009361685626082222,0.3221757322175731,0.7608192607391303,0.2798790676583186,0.12152397064544584,0.42295022062180143,0.33761167423151583,0.7450468112573954,0.25495318874260464,Texas,99.0,1.0,0.002047963908346195,0.28740968171107595,0.06734006734006734,48069.0,1.0,1,0,1,0,0,0,0,1,0,0.001281508455727363,0.0001743182455931497,0.002142656894549241,0.00010422939732246259,0.00017361111111111112,0.00043189081800120924,0.8893166012439562,0.0675659656256393,0.4789011814552618,0.02036364107591952,0.007989331190643587,0.16719314116820386,0,0,1,0,0,0,0,0,0.16782318955766823,0.21002376741101036,0.4147157190635451,0.4878048780487805,0.1351981351981352,0.13402061855670103,0.12667173001353896,0.5461685630852885,0.45383143691471145,B,B_RAC_B,0.04229071555496319,0.06117797877644042,382,36,140,0.0025254098679855135,0.0007437984345184781,7.009618754624401e-05,0.00027259628490206006,0.0013641760008258794,0.02247191011235955,0.09090909090909091,0.0012434263057903576,0.418591006485993,0.013147410358565738,0.00013280212483399734,0.0022969240117930063,-2.6979998652487085
25,35,Chambers,43837,0.008788780542263525,0.008543117706863324,0.3263598326359831,0.7124912229750301,0.41788410514345176,0.5839121477464011,0.2648017820370121,0.12301984806914057,0.7993861938111801,0.20061380618881985,Texas,352.0,2.0,0.009527484269262733,0.1645774873547234,0.03787878787878788,48071.0,6.0,6/5S,1,0,0,1,0,0,0,0,0.010847031909804761,0.0038254351578643035,0.008730826224518403,0.0016560893130124611,0.009548611111111112,0.007104603956119893,0.748654482669525,0.23413540589060694,0.21790479569671434,0.05289704266102803,0.07547919594418052,0.2918172065747847,0,0,0,0,0,0,0,1,0.2787576804328555,0.8155952907362369,0.1137123745819398,0.7827050997782705,0.32167832167832167,0.4639175257731959,0.07760129445563518,0.5465713422616051,0.4534286577383949,R,East_Texas_Gulf_Coast_RAC_R,0.14299884958439354,0.09564845808703085,304,12,196,0.001360334301581761,0.00023219630975904285,9.165643806278008e-06,0.0001497055155025408,0.0056956191515562665,0.6910112359550562,1.0,0.0057666785979790195,0.1587020038485712,0.008029746561124165,4.56235600063873e-05,0.023833515946238566,-3.2733640101522705
26,36,Cherokee,52646,0.010799587829418868,0.010274671266158497,0.4560669456066946,0.5779277786787299,0.27780353802975244,0.4775026264795761,0.37510405727874363,0.4116585168490582,0.7678132791408099,0.23218672085918968,Texas,212.0,2.0,0.005372195179864657,0.06850262582801545,0.06289308176100629,48073.0,4.0,4/5N,0,1,0,0,0,1,0,0,0.012176467194390913,0.008059030110288178,0.01676078337138051,0.0008367304396164357,0.006076388888888889,0.01113198583398117,0.6031928960101911,0.417419472374144,0.41341325416724434,0.016085478248526765,0.03999521778091626,0.3918256439674527,0,0,0,0,0,0,1,0,0.08306585557219864,0.17954068096396192,0.41137123745819393,0.6895787139689578,0.23543123543123537,0.25773195876288657,0.15285803916388735,0.3720672641224449,0.627932735877555,G,Piney_Woods_RAC_G,0.0998850343827316,0.11366711772665763,554,89,231,0.0020999142070449333,0.0005719530337772336,9.188415163569276e-05,0.00023848583177353964,0.013099039177659958,0.19662921348314605,0.030303030303030304,0.00879539634901842,0.4671935955369916,0.004026896630323291,3.7989590852106524e-05,0.016075915921096737,-2.7663191092261856
27,42,Collin,1034730,0.21728353238229547,0.22075537548747362,0.41422594142259417,0.5954770799335912,0.4312645076564209,0.905054721748604,0.30307043275800427,0.0875353237122869,0.8788615525931518,0.12113844740684776,Texas,3409.0,46.0,0.09895524160037991,0.050925826559959364,0.08995795443434047,48085.0,3.0,2/3,1,0,1,0,0,0,0,0,0.21790192217110366,0.11942287905715086,0.14167567784052224,0.48813522027145967,0.17881944444444445,0.3118251705968731,0.3310714872185214,0.31024881778314856,0.0902345468696357,0.7762619239389362,0.059884659555161826,0.5644056078020205,0,0,0,0,0,0,0,1,0.40308134380827204,0.9181682511607341,0.043478260869565244,0.9999999999999998,0.9999999999999999,0.1443298969072165,0.11790443483142356,0.9541838686939886,0.04581613130601148,E,North_Central_Texas_RAC_E,1.0,1.0,2692,352,1258,0.0017919377035870933,0.00033316501816813693,4.356392510965238e-05,0.00015569152780665538,0.08180041736411701,1.0,0.9292929292929293,0.11444478096863901,0.0,0.0032945792622229952,4.445604167270689e-05,0.40711120604153983,-2.4084128907629268
28,44,Colorado,21493,0.003955314823298332,0.0038879868624485557,0.6610878661087864,0.45100372053894977,0.14289918919447098,0.3225026831289479,0.622478723397903,0.6364112391627632,0.8065821838884548,0.19341781611154474,Texas,104.0,0.0,0.0022260477264632555,0.08798925090705166,0.0,48089.0,6.0,6/5S,0,1,0,0,0,0,1,0,0.004616238891736346,0.002822042329572027,0.004105090311986864,0.00039954602306943994,0.002777777777777778,0.004027381877861277,0.6595036733420339,0.3597296292586464,0.2296721564144409,0.02245253700426986,0.044784563432221626,0.3651112297625454,0,0,0,0,1,0,0,0,0.2089383425549476,0.24552288304222858,0.2876254180602007,0.7383592017738358,0.25874125874125864,0.18556701030927833,0.13755242215104185,0.3764978350619273,0.6235021649380726,Q,Southeast_Texas_Trauma_RAC_Q,0.8238755348787052,0.9346912613061747,2388,194,1220,0.0020276330411789513,0.00035702608039635275,2.9004631321981758e-05,0.00018240025882895744,0.003686962164394269,0.6910112359550562,1.0,0.0031939205374597315,0.2951711579943205,0.004838784720606709,0.0,0.00692420403993318,0.0
29,45,Comal,156209,0.03240346863187683,0.032638182863520875,0.602510460251046,0.42378977503960347,0.23515437846033593,0.6405711204517193,0.6378023050310084,0.42739855314735586,0.8619719514322051,0.1380280485677945,Texas,690.0,9.0,0.0193517749020539,0.07786955433702492,0.08695652173913043,48091.0,8.0,8,1,0,0,1,0,0,0,0,0.04344948619081533,0.0044121648625436855,0.026412751812247184,0.006349307453560013,0.03142361111111111,0.03291008033169214,0.870878091353483,0.06753809784729903,0.14992796452216278,0.05657614983780332,0.06970724580314748,0.3794081976928505,0,0,0,0,0,0,0,1,0.3235309102395582,0.6360960645589211,0.06688963210702342,0.9534368070953436,0.634032634032634,0.1443298969072165,0.07137667998547038,0.5422414661162018,0.45775853388379817,P,Southwest_Texas_RAC_P,0.3501413749270153,0.3177124136457517,1008,125,496,0.0016630502085686974,0.00034218301903189366,4.24334100982011e-05,0.00016837577126966195,0.016427628619675106,0.29213483146067415,0.2222222222222222,0.01737492772378094,0.07488351684395883,0.00441715906253801,5.761511820701752e-05,0.09203383021350268,-2.4423470353692043
30,46,Comanche,13635,0.002231949037306228,0.0022740339465427096,0.7615062761506275,0.4051023925580878,0.08587086155400492,0.4813325115513445,0.5719873368142614,0.726615208454467,0.8409627934374657,0.1590372065625334,Texas,41.0,1.0,0.00032648699988127756,0.04402267659674418,0.16260162601626016,48093.0,2.0,2/3,0,1,0,0,0,0,1,0,0.0030975384231218556,0.00011692077448321016,0.0030037246185269733,0.00022293509982860052,0.0012152777777777778,0.001727563272004837,0.9269309140859237,0.020177961321216506,0.30750433914868264,0.020527548506227507,0.03088504928924265,0.2612045778139519,0,0,0,1,0,0,0,0,0.16455231865007797,0.30069920406809636,0.37792642140468224,0.6962305986696233,0.22610722610722608,0.1752577319587629,0.13383746656539974,0.287382942301883,0.7126170576981169,D,Big_Country_RAC_D,0.016139866438380873,0.032974859340502816,427,19,58,0.0029351211185384986,0.0013910063458556481,6.189489595142228e-05,0.0001889423139569733,0.0024673150804126447,1.0,0.9292929292929293,0.001996751011867067,0.3504260254908249,0.003006967363403007,7.334066740007334e-05,0.004325237730028638,-1.8164520818184264
31,48,Cooke,41257,0.008127066253127316,0.008107700270945139,0.5313807531380752,0.48564742310095765,0.24515203325072277,0.4117208771074736,0.58274424635428,0.45911233372466387,0.8380277118850623,0.1619722881149368,Texas,61.0,0.0,0.000949780363290989,0.007337879413395729,0.0,48097.0,3.0,2/3,0,1,0,0,0,1,0,0,0.01070844095246788,0.0015433542231783743,0.010693259641956025,0.0011957428081715846,0.004340277777777778,0.00831389824652328,0.8483945196434834,0.0951267270177098,0.31994064606124567,0.03830282801364976,0.03645421617273809,0.37554582072258635,0,0,0,0,0,0,0,1,0.2838626845596552,0.2978802785761663,0.32441471571906355,0.8337028824833703,0.33333333333333337,0.16494845360824742,0.12343559092560182,0.4125465713422616,0.5874534286577384,E,North_Central_Texas_RAC_E,1.0,1.0,2692,352,1258,0.0017919377035870933,0.00033316501816813693,4.356392510965238e-05,0.00015569152780665538,0.006680775441882415,1.0,0.9292929292929293,0.006493570858228476,0.2445364473295385,0.001478536975543544,0.0,0.015136519155604952,0.0
32,49,Coryell,75951,0.015505586930308695,0.01546048028271363,0.20502092050209209,0.4291475723004371,0.80077915544451,0.3253180467800818,0.04133453923125996,0.05448152781466875,0.8425564042903089,0.1574435957096907,Texas,336.0,2.0,0.009052594087617239,0.0780314649933116,0.03968253968253968,48099.0,7.0,7,1,0,0,0,1,0,0,0,0.016163857248871812,0.0142717748998733,0.017401577956666265,0.004736647056098577,0.12899305555555557,0.03608447784400103,0.42729820721585154,0.5139810097183333,0.2577068206495127,0.0933091106912554,0.5885193118207902,0.9382707999584963,0,0,0,0,0,0,0,1,0.07825635068627157,0.2433257793499889,0.3311036789297659,0.8669623059866962,0.1818181818181818,0.2371134020618557,0.15272595185417562,0.8113986506897594,0.1886013493102407,L,Central_Texas_RAC_L,0.03939575398041395,0.04437005911259882,291,25,158,0.0021621819901040946,0.0005930206966260995,5.0946795242792045e-05,0.00032198374593444575,0.01220974390360806,0.15168539325842695,0.26262626262626265,0.008426443459346348,0.22886187820771375,0.00442390488604495,2.633276717883899e-05,0.02342880913603826,-3.2268439945173775
33,51,Crane,4797,0.0003601573571122736,0.00039326666767828503,0.2845188284518827,0.77399711599477,0.38786774825791015,0.34144740404251794,0.35794025946272523,0.14177145577371986,0.8032908016104972,0.19670919838950196,Texas,60.0,9.0,0.0006529739997625549,0.2720584176497545,1.0,48103.0,9.0,9/10,0,1,0,0,0,0,1,0,0.00047652089075522004,0.00014668242616984548,0.0008410428931875524,9.554361421225738e-05,0.0010416666666666667,0.00035630992485099767,0.8538839448492996,0.09683131903661835,0.37719339754575126,0.03563361124796012,0.07524660896253435,0.267515803360755,0,0,1,0,0,0,0,0,0.21848602492383257,0.4352338049966836,0.16722408026755856,0.5388026607538803,0.13053613053613053,0.3402061855670103,0.10862530132417529,0.8992045111267747,0.10079548887322526,J,Texas_J_RAC_J,0.04395590069289472,0.06124919877501603,508,26,212,0.0024642325567267092,0.0009644299990887276,4.9360590504541174e-05,0.000402478661037028,0.00027430998503093353,0.0,0.030303030303030304,7.929733748175888e-05,0.1783814121203034,0.012507817385866166,0.001876172607879925,0.0015317026559332064,0.0
34,55,Dallam,7287,0.0009666931437930387,0.0008451229032100339,0.17991631799163166,0.9369858269260042,0.32996311672665823,0.5032044803083249,0.17076599103013645,0.11155364432138715,0.6578243457783173,0.3421756542216823,Texas,91.0,1.0,0.001810518817523448,0.2715825839404457,0.07326007326007326,48111.0,1.0,1,0,1,0,0,0,0,1,0,0.0011789389366410376,0.00016156325201316314,0.002703352156674276,0.00017950618427757447,0.0017361111111111112,0.000885376176902479,0.8554894478876267,0.06533417975148423,0.6283862658166681,0.03868859637740209,0.08255751868470732,0.3051567453930254,0,0,0,0,0,1,0,0,0.2632184962145529,0.27770561574176433,0.23411371237458192,0.5365853658536586,0.10489510489510492,0.010309278350515483,0.2271736617904435,0.7699123955291511,0.23008760447084886,A,Panhandle_RAC_A,0.03299360063124136,0.04985399900292002,407,35,109,0.0025856173331788323,0.0009247330884040288,7.952250145980592e-05,0.00024765579026053843,0.0009866310751919063,0.02247191011235955,0.09090909090909091,0.0012775682149838929,0.3031910898607405,0.012487992315081652,0.00013723068478111705,0.0011134431911959774,-2.613739521630969
35,56,Dallas,2635516,0.5554631636444674,0.5622469900136401,0.2677824267782427,0.6051926820901826,0.5380901113732875,0.505540483580561,0.27436152791655743,0.07867693807613263,0.8731648362858695,0.12683516371413006,Texas,25840.0,395.0,0.7543630535438679,0.2071751948096188,0.10190918472652218,48113.0,3.0,2/3,1,0,1,0,0,0,0,0,0.5346048494013879,0.6603993588489893,0.5702471064119508,0.5131010561912261,0.48836805555555557,0.5554007946791051,0.2694490288276741,0.6874736103925682,0.2226436065865816,0.31345543307752805,0.06421100629014641,0.3743598206433849,0,0,0,0,0,0,0,1,0.3329665066894915,0.4055383594959098,0.30434782608695654,0.6541019955654104,0.5221445221445221,0.18556701030927833,0.12313839447875045,1.0,0.0,E,North_Central_Texas_RAC_E,1.0,1.0,2692,352,1258,0.0017919377035870933,0.00033316501816813693,4.356392510965238e-05,0.00015569152780665538,0.5578830938036913,1.0,0.9292929292929293,0.5836889782207659,0.3483128662954562,0.00980453163630955,0.00014987577385225511,1.0000000000000002,-2.2836732081095352
36,57,Dawson,12728,0.002303809412597038,0.0018209131879637637,0.2677824267782427,0.5988925474821399,0.49724197888076105,0.14519903274905266,0.2545514142674974,0.264633731326538,0.5239795491221018,0.4760204508778978,Texas,70.0,1.0,0.0011872254541137363,0.10385194230782513,0.09523809523809523,48115.0,9.0,9/10,0,1,0,0,0,1,0,0,0.0026027015468155067,0.0008056904278024846,0.0025031038487724777,0.0004516607217306712,0.002951388888888889,0.0017491578129048976,0.791638405218839,0.17352771898125507,0.27353704101018633,0.052842284589382435,0.08035153093292627,0.28812233941289056,0,0,0,0,0,1,0,0,0.10999704500759133,0.18289851868229046,0.5953177257525083,0.5676274944567627,0.12354312354312355,0.2989690721649485,0.12764587392266288,0.842916121236532,0.15708387876346794,B,B_RAC_B,0.04229071555496319,0.06117797877644042,382,36,140,0.0025254098679855135,0.0007437984345184781,7.009618754624401e-05,0.00027259628490206006,0.002802091244939644,0.0,0.030303030303030304,0.0013832979982929044,0.4595100491953421,0.005499685732243872,7.856693903205531e-05,0.0041920655825789625,-2.3513752571634776
37,58,Deaf Smith,18546,0.0032807683242887637,0.003310521337561899,0.17154811715481166,0.8790342747991257,0.37787455237492085,0.2576888759175633,0.17795569569740066,0.17490399252807254,0.8392208160178951,0.16077918398210445,Texas,355.0,17.0,0.009171316633028613,0.4312797645852766,0.3192488262910798,48117.0,1.0,1,0,1,0,0,0,1,0,0,0.004452310821053736,0.0004049710461645734,0.005927349913893228,0.00029821188678371243,0.0022569444444444447,0.0019866977628055626,0.8965153855518981,0.05500494106103913,0.4529563658901556,0.01876072248751637,0.04216950448895184,0.20358987120127173,0,0,1,0,0,0,0,0,0.1442240088038395,0.18986292283882378,0.4147157190635451,0.516629711751663,0.1608391608391608,0.11340206185567012,0.22613347422646368,0.8286174604772935,0.17138253952270668,A,Panhandle_RAC_A,0.03299360063124136,0.04985399900292002,407,35,109,0.0025856173331788323,0.0009247330884040288,7.952250145980592e-05,0.00024765579026053843,0.004338817075059176,0.02247191011235955,0.09090909090909091,0.00366529915471241,0.46779081655011057,0.01914159387468996,0.0009166397066752938,0.0036130706936392024,-1.1417844605333185
38,60,Denton,887207,0.18591605082752782,0.18948372053029036,0.36820083682008353,0.5220773287459727,0.5216228353715343,0.8203315973575462,0.31831000864187176,0.052188990654678524,0.8838851372327969,0.11611486276720218,Texas,3279.0,37.0,0.09536388460168586,0.06055740526988132,0.075226186845583,48121.0,3.0,2/3,1,0,0,1,0,0,0,0,0.2039194988013714,0.1039223731090722,0.14798349953942888,0.24844234956223651,0.18350694444444446,0.2611859721862313,0.4758696897177572,0.315067487131242,0.14043546556195846,0.45604588549053643,0.07167297452103326,0.5499700261177111,0,0,0,0,0,0,0,1,0.3017862419629302,0.7999944726951138,0.07357859531772576,0.9645232815964524,0.8135198135198135,0.13402061855670103,0.12404649473301853,0.9373678380827711,0.06263216191722888,E,North_Central_Texas_RAC_E,1.0,1.0,2692,352,1258,0.0017919377035870933,0.00033316501816813693,4.356392510965238e-05,0.00015569152780665538,0.07630979330890106,1.0,0.9292929292929293,0.10560092513560396,0.018487493000550276,0.0036958680443233654,4.170390900883334e-05,0.33419924434275367,-2.5872558793145424
39,61,DeWitt,20160,0.003853512624969684,0.003426435950221629,0.6066945606694558,0.42246600173136317,0.23978187192202294,0.4783143886091368,0.5591036232206248,0.5125123622966837,0.6667227891513683,0.3332772108486308,Texas,96.0,1.0,0.001958921999287665,0.08614400776425145,0.06944444444444443,48123.0,8.0,8,0,1,0,0,0,0,1,0,0.004542974949531828,0.001915374869261316,0.003504345388281469,0.0001968777504979849,0.001388888888888889,0.002602142178457286,0.7584545868546433,0.25877170872905175,0.20422200665636275,0.007922805963772261,0.02387288248632786,0.24579905387811532,0,0,0,0,1,0,0,0,0.2876837954330083,0.25865023214680516,0.4448160535117056,0.6962305986696233,0.17016317016317015,0.24742268041237117,0.12908232341577783,0.5073003725707381,0.4926996274292619,S,Golden_Crescent_RAC_S,0.000913219122086955,0.006552239868955201,133,15,40,0.0028392045941544528,0.0007124796434387589,8.03548470043713e-05,0.00021427959201165682,0.0040276374683843,0.29213483146067415,0.2222222222222222,0.0020507172554310414,0.37298147356053524,0.004761904761904762,4.96031746031746e-05,0.006856819019407067,-2.6672282065819553
40,65,Duval,11157,0.0017669952995615235,0.0016877167603256739,0.38493723849372374,0.5948574865649471,0.3349525210580392,0.27533679324246707,0.2935029211893969,0.424537707469266,0.754790461881774,0.2452095381182251,Texas,57.0,0.0,0.0008310578178796154,0.09447245956157507,0.0,48131.0,11.0,11,0,1,0,0,0,0,1,0,0.0024109942313803503,0.00012967576806319675,0.0013616884937322276,0.00012739148561634317,0.0022569444444444447,0.0003023235726008464,0.9504674969865652,0.030522024688894887,0.1604674149132707,0.013392448003956847,0.07009730485364352,0.06685590075534864,0,0,1,0,0,0,0,0,0.10293563211363477,0.06447601149679416,0.6822742474916388,0.4124168514412416,0.03729603729603731,0.5876288659793815,0.27512135521579767,0.3318900412848656,0.6681099587151345,U,Coastal_Bend_RAC_U,0.05713979770962366,0.06751655864966882,321,12,146,0.0021968720726204117,0.0005087993761263724,1.9020537425284953e-05,0.00023141653867430026,0.003543908032415771,0.07303370786516855,0.0,0.001048487017814367,0.7286144106038815,0.005108900242000538,0.0,0.0015684052912114965,0.0
41,67,Ector,166223,0.03562478105041904,0.03368478643891764,0.13807531380753124,0.8483330616281274,0.551917284485201,0.21849915397699782,0.12644258577977197,0.0069643734162719295,0.7612099716551697,0.23879002834483032,Texas,718.0,9.0,0.020182832719933513,0.07552554326932757,0.08356545961002786,48135.0,9.0,9/10,1,0,0,0,0,0,0,1,0.04485096435190259,0.009394052771660104,0.04854018983539588,0.006207439662759995,0.07725694444444445,0.02660447438887449,0.8062105131504438,0.14640582856344353,0.35536508992625665,0.05103456060084177,0.1610550310135665,0.27318761337019914,0,0,0,0,0,0,0,1,0.2135236756029713,0.41373258898960863,0.26086956521739135,0.5898004434589801,0.1841491841491841,0.21649484536082472,0.12723310107981375,0.9116906655925889,0.08830933440741115,J,Texas_J_RAC_J,0.04395590069289472,0.06124919877501603,508,26,212,0.0024642325567267092,0.0009644299990887276,4.9360590504541174e-05,0.000402478661037028,0.03287885379720233,0.0,0.030303030303030304,0.03150307001844765,0.3182007810076005,0.004319498505020364,5.4144131678528245e-05,0.06086521605626502,-2.4821250068261236
42,69,Ellis,184826,0.03836873526167229,0.03882212207199689,0.38075313807531375,0.6433680655655459,0.36423987339834774,0.6246928002644045,0.39938488102308534,0.1786053326226834,0.8697465792231607,0.13025342077683888,Texas,1046.0,19.0,0.02962127508013772,0.10768478883852128,0.12109623964308477,48139.0,3.0,2/3,1,0,0,1,0,0,0,0,0.04655526680743519,0.023842271749389885,0.030738115262926028,0.004502130912123037,0.043055555555555555,0.0385030664248078,0.6683582618237573,0.3486679627844479,0.1442133321897236,0.029304862132305282,0.08072239099831982,0.3736232135828267,0,0,0,0,0,0,0,1,0.18338275303396206,0.6398131770948485,0.12374581939799337,0.8004434589800442,0.34032634032634024,0.1443298969072165,0.1335237592048344,0.6849259893263518,0.31507401067364815,E,North_Central_Texas_RAC_E,1.0,1.0,2692,352,1258,0.0017919377035870933,0.00033316501816813693,4.356392510965238e-05,0.00015569152780665538,0.027242226040276374,1.0,0.9292929292929293,0.0293994878713621,0.1848770734422071,0.005659376927488557,0.00010279938969625486,0.06495478031088915,-2.111169680572546
43,70,El Paso,839238,0.176755563939266,0.1782914270395492,0.2259414225941423,0.6556269806639395,0.5053475439547538,0.36968832247200223,0.21659082015996933,0.14903179089764929,0.8670617033412249,0.1329382966587751,Texas,6953.0,135.0,0.20150184019945389,0.17070149875507187,0.1294405292679419,48141.0,10.0,9/10,1,0,0,0,1,0,0,0,0.23441439367829864,0.03550883921055093,0.1781208698786495,0.03299729003566961,0.3263888888888889,0.13792433272868618,0.8456197013031874,0.10621310773896947,0.21660099168322672,0.054005193532685264,0.13476530860998537,0.2780240612136179,0,0,0,0,0,0,0,1,0.09720906061810292,0.18596617289409678,0.5150501672240803,0.6208425720620843,0.3356643356643356,0.268041237113402,0.14628669550572931,0.9850971704762864,0.014902829523713624,I,Border_RAC_I,0.08889273668671446,0.09728651805426963,411,56,268,0.0020458965824227543,0.00046611058501981823,6.350898482021854e-05,0.00030393585592533156,0.22475573875660887,0.0,0.030303030303030304,0.1787989757427242,0.49693505051090303,0.008284896537096747,0.0001608602089037913,0.2740133230812223,-2.044533736774707
