,County,Population_Estimate,Population_Male,Population_Female,MEDIAN_AGE_TOT,Age017_Per_Pop_Est,Age1844_Per_Pop_Est,Age4554_Per_Pop_Est,Age_5564_Per_Pop_Est,Age_65_plus_Per_Pop_Est,Pop_Female_Ratio,Pop_Male_Ratio,State,Confirmed,Deaths,Active,Incidence_Rate,Lethality_Rate,FIPS,Public_Health_Region,Health_Service_Region,Metro_Area_Metro,Metro_Area_Non-Metro,NCHS_Urban_Rural_Classification_2013_Large Central Metro,NCHS_Urban_Rural_Classification_2013_Large Fringe Metro,NCHS_Urban_Rural_Classification_2013_Medium Metro,NCHS_Urban_Rural_Classification_2013_Micropolitan,NCHS_Urban_Rural_Classification_2013_Non-core,NCHS_Urban_Rural_Classification_2013_Small Metro,White,Black,American_Indian_Alaskan_Native,Asian,Native_Hawaiian_Other_Pacific_Islander,Two_Or_More_Races,White_Pop_Ratio,Black_Pop_Ratio,American_Indian_Alaskan_Native_Pop_Ratio,Asian_Pop_Ratio,Native_Hawaiian_Other_Pacific_Islander_Pop_Ratio,Two_Or_More_Races_Pop_Ratio,Social_Distancing_Score_B,Social_Distancing_Score_B-,Social_Distancing_Score_C,Social_Distancing_Score_C-,Social_Distancing_Score_D,Social_Distancing_Score_D+,Social_Distancing_Score_D-,Social_Distancing_Score_F,Per_Capita_Income,Median_Household_Income,Percent_Population_Poverty,Percentage_High_School_Graduate_Or_Higher,Percentage_Bachelors_Degree_Or_Higher,Unemployment_Rate_Percentage,Land_Area,Percent_Urban,Percent_Rural,Trauma_Area_Letter,Service_Area_RAC,Trauma_Service_Area_Population_Estimate,Total_Staffed_Hospital_Beds,Available_Hospital_Beds,Available_ICU_Beds,Available_Ventilators,Total_Staffed_Hospital_Beds_Ratio,Available_Hospital_Beds_Ratio,Available_ICU_Beds_Ratio,Available_Ventilators_Ratio,Medicaid_Caseload,Nursing_Homes_With_Cases_In_HSR,Assisted_Living_Facilities_With_Cases_In_HSR,# Uninsured,Medicaid_Caseload_Ratio,Confirmed_Per_Capita,Deaths_Per_Capita,Population_Density,Uninsured_Per_Pop,Log_Lethality,Sqrt_Lethality
41,Coleman,8175,0.001688161622345121,0.0016101512834447633,0.6847133757961782,0.46082091906786193,0.15223301140232526,0.3391104779815206,0.6884863969005475,0.600714050231818,0.8006669512466058,0.19933304875339397,Texas,4.0,0.0,7.408504963698325e-05,0.00472208171904737,0.0,48083.0,2.0,2/3,0,1,0,0,0,0,1,0,0.0021855673247771347,0.000279535949067062,0.0021816143946520425,0.0002576692800314994,0.0005208333333333333,0.0017701789607754248,0.8514774394803728,0.09155816977053359,0.31381152786811733,0.04673747403470084,0.022076940868090353,0.4084089424901056,0,0,0,0,0,1,0,0,0.18857762515814205,0.12926272979582865,0.47491638795986624,0.7511013215859028,0.1608391608391608,0.24742268041237117,0.18751444704949974,0.48786627731346294,0.5121337226865371,D,Big_Country_RAC_D,0.016139866438380873,0.10935622317596567,604,29,79,0.005352279686746674,0.001967606166034687,9.447115697848664e-05,0.0002573524621138084,0.0016909198928543524,1.0,0.9292929292929293,0.001517611000753853,0.39585281017360546,0.0004892966360856269,0.0,0.0020526512638583115,0.17810397553516819,-2.70123457456715,0.25908028431036273
42,Collin,1034730,0.21773993248208492,0.2211670437167448,0.3152866242038218,0.6423422875993179,0.5080373501958519,0.90607119530055,0.2347643387966457,0.08432958219436354,0.8944473292886725,0.10555267071132723,Texas,3948.0,53.0,0.09616239442880427,0.08159620063948121,0.0671225937183384,48085.0,3.0,2/3,1,0,1,0,0,0,0,0,0.21849786095033288,0.11945750894143031,0.14210515781678443,0.4881530034394506,0.17881944444444445,0.31204801070742394,0.3310714872185214,0.3160982319780216,0.08434484704386006,0.7773490161669135,0.059884659555161826,0.5644056078020205,0,0,0,0,0,0,0,1,0.41634737032351343,0.91863372811959,0.043478260869565244,0.9933920704845811,0.9999999999999999,0.1443298969072165,0.11790443483142356,0.9541838686939886,0.04581613130601148,E,North_Central_Texas_RAC_E,1.0,1.0,1650,265,1753,0.0014874852724230453,0.00020420589895149552,3.2796704983118977e-05,0.00021695329749210404,0.08215777299805846,1.0,0.9292929292929293,0.11511723242339036,0.07178833064661069,0.003815488098344496,5.1221091492466635e-05,0.40734910965666393,0.10116648787606429,0.0,0.0
43,Collingsworth,2920,0.000520683934164689,0.0005468279345660133,0.356687898089172,0.6206169644697787,0.3580154399011637,0.30828920407231797,0.3664952416082494,0.3570923986956895,0.9099117474051603,0.09008825259483988,Texas,6.0,0.0,0.0001234750827283054,0.04090348375358773,0.0,48087.0,1.0,1,0,1,0,0,0,0,1,0,0.0006716844730159457,0.00019663175124489155,0.0017412885535296118,3.763708584729766e-05,0.0,0.0005504824817045528,0.7552833062327633,0.1839472199428312,0.8780539625033426,0.0178899807049394,0.0,0.38956829487380684,0,0,1,0,0,0,0,0,0.11962768841496471,0.12997719216289738,0.40802675585284276,0.6277533039647576,0.22610722610722608,0.16494845360824742,0.13063434930489054,0.0,0.9999999999999999,A,Panhandle_RAC_A,0.03299360063124136,0.08042918454935623,467,68,112,0.002967325340185901,0.001061057376620839,0.0001545008599790515,0.00025447200467137895,0.0006294880507836169,0.02247191011235955,0.09090909090909091,0.0007846676167784606,0.4401987407402636,0.002054794520547945,0.0,0.0009615134486125356,0.2705479452054795,0.0,0.0
44,Colorado,21493,0.004536106096405186,0.0044142242668587725,0.5031847133757962,0.5518182819062475,0.25859807993406947,0.32975589378667425,0.4821843047625016,0.48249103896079987,0.831467486246056,0.16853251375394374,Texas,143.0,0.0,0.003506692349483874,0.14718368131275908,0.0,48089.0,6.0,6/5S,0,1,0,0,0,0,1,0,0.005374695919410064,0.002861257699195936,0.004603406520825411,0.00043427406746881917,0.002777777777777778,0.004349890982881074,0.6595036733420339,0.3651594229171857,0.2146812232680272,0.02720221693452722,0.044784563432221626,0.3651112297625454,0,0,0,0,1,0,0,0,0.24417133562262786,0.24981451457778026,0.2876254180602007,0.7334801762114536,0.25874125874125864,0.18556701030927833,0.13755242215104185,0.3764978350619273,0.6235021649380726,Q,Southeast_Texas_Trauma_RAC_Q,0.8238755348787052,0.5610300429184549,1243,70,915,0.001032355563290124,0.00018583895223310993,1.0465588621333625e-05,0.0001368001941217181,0.004074718904838213,0.6910112359550562,1.0,0.00395085097368117,0.34576964395349186,0.0066533289908342255,0.0,0.007322687405378204,0.17061368817754619,-2.3978952727983707,0.30151134457776363
45,Comal,156209,0.03296767185455391,0.03314923178679609,0.4585987261146497,0.5347665890015063,0.3383998647363444,0.6444191259196588,0.4940542535310275,0.33087062129634676,0.8797307587204559,0.12026924127954386,Texas,825.0,15.0,0.019978268385439816,0.1154756685717847,0.09090909090909091,48091.0,8.0,8,1,0,0,1,0,0,0,0,0.044178353274919355,0.004451317698451924,0.026899905930388487,0.006383828791791642,0.03142361111111111,0.03322323683699242,0.870878091353483,0.07544581301655773,0.1401420151584361,0.06116003092436401,0.06970724580314748,0.3794081976928505,0,0,0,0,0,0,0,1,0.3457979396349177,0.6381660300623782,0.06688963210702342,0.9471365638766518,0.634032634032634,0.1443298969072165,0.07137667998547038,0.5422414661162018,0.45775853388379817,P,Southwest_Texas_RAC_P,0.3501413749270153,0.45596566523605153,715,101,695,0.0019285136221430434,0.00024271910576171025,3.428619535934649e-05,0.00023592976014599808,0.016810426798795276,0.29213483146067415,0.2222222222222222,0.018121089730538754,0.14129608482339434,0.005281385835643273,9.602519701169587e-05,0.09239816233852137,0.10590298894429899,-2.1400661634962708,0.3429971702850177
46,Comanche,13635,0.0028137452008801184,0.0028011239883893855,0.5796178343949044,0.5230574633520887,0.20926792987732934,0.4868853077932638,0.443072680186114,0.5479261269438878,0.8614246570391859,0.13857534296081386,Texas,85.0,2.0,0.002024991356744209,0.13749125275189616,0.11764705882352942,48093.0,2.0,2/3,0,1,0,0,0,0,1,0,0.0038571526618013767,0.00015624252666485977,0.003502591918019334,0.0002576692800314994,0.0012152777777777778,0.0020508170887032356,0.9269309140859237,0.028487312706561754,0.28743322098452984,0.025286581516085843,0.03088504928924265,0.2612045778139519,0,0,0,1,0,0,0,0,0.2048075185252123,0.30467698057211945,0.37792642140468224,0.6916299559471366,0.22610722610722608,0.1752577319587629,0.13383746656539974,0.287382942301883,0.7126170576981169,D,Big_Country_RAC_D,0.016139866438380873,0.10935622317596567,604,29,79,0.005352279686746674,0.001967606166034687,9.447115697848664e-05,0.0002573524621138084,0.002855546497348632,1.0,0.9292929292929293,0.0027545905256612722,0.3970578567523226,0.0062339567290062336,0.00014668133480014669,0.004724763961331497,0.18921892189218922,0.0,0.0
47,Concho,2726,0.0005288062615449265,0.0004570942288167368,0.6847133757961782,0.3896184918866378,0.18191382731596917,0.741181259422157,0.6170916688393384,0.5779729341860167,0.6727517785134538,0.327248221486546,Texas,13.0,0.0,0.000296340198547933,0.10363104056148453,0.0,48095.0,9.0,9/10,0,1,0,0,0,0,1,0,0.0006683291009890722,6.270958553215461e-05,0.0003602665972819887,0.00013607254114023,0.00017361111111111112,0.0003022256762299506,0.8886049695021836,0.06130619255790487,0.15651174871388784,0.07967083816503513,0.022068842210398464,0.23150109285690287,0,0,1,0,0,0,0,0,0.0,0.14991344013629748,0.7190635451505016,0.28414096916299547,0.09790209790209789,0.22680412371134026,0.1414324868738236,0.0,0.9999999999999999,K,Concho_Valley_RAC_K,0.0,0.0,167,4,27,0.00205620287868403,0.0009305850426564581,2.2289462099555882e-05,0.0001504538691720022,0.0004142532605859399,0.0,0.030303030303030304,0.0003829794258610159,0.2873093720681188,0.004768892149669846,0.0,0.0008261697549026458,0.15590608950843726,0.0,0.0
48,Cooke,41257,0.008705424987955443,0.008631708437074767,0.40445859872611456,0.573525306239957,0.3470479494940554,0.4180189277382691,0.45140519462071804,0.3538761945393785,0.8588672056004099,0.14113279439958992,Texas,83.0,0.0,0.002024991356744209,0.03990933855610364,0.0,48097.0,3.0,2/3,0,1,0,0,0,1,0,0,0.01146225587762043,0.0015826198789386137,0.011188279326701758,0.0012304431911616541,0.004340277777777778,0.00863501932085573,0.8483945196434834,0.10280047764548295,0.299057797609778,0.042975494998811564,0.03645421617273809,0.37554582072258635,0,0,0,0,0,0,0,1,0.31061810952467017,0.301874089747465,0.32441471571906355,0.8281938325991187,0.33333333333333337,0.16494845360824742,0.12343559092560182,0.4125465713422616,0.5874534286577384,E,North_Central_Texas_RAC_E,1.0,1.0,1650,265,1753,0.0014874852724230453,0.00020420589895149552,3.2796704983118977e-05,0.00021695329749210404,0.0070673670151209815,1.0,0.9292929292929293,0.0072479956859788815,0.29876991464010877,0.0020117798191821995,0.0,0.015531707232836625,0.1614998666892891,-3.5723456378579845,0.16760038078849773
49,Coryell,75951,0.01607964326738146,0.015980604038438043,0.1560509554140127,0.5381236734617436,0.827671710482013,0.3325411164687868,0.03201854989212727,0.060351945071308644,0.8628132325508664,0.13718676744913338,Texas,356.0,2.0,0.008717340840618364,0.10174374416106309,0.02808988764044944,48099.0,7.0,7,1,0,0,0,1,0,0,0,0.016913515286007336,0.014310539993303891,0.01789324099833877,0.004771224421257427,0.12899305555555557,0.0363966064374069,0.42729820721585154,0.5181026791754181,0.24088603671103453,0.09771451470785379,0.5885193118207902,0.9382707999584963,0,0,0,0,0,0,0,1,0.1282757997469727,0.24762990849385835,0.3311036789297659,0.8612334801762112,0.1818181818181818,0.2371134020618557,0.15272595185417562,0.8113986506897594,0.1886013493102407,L,Central_Texas_RAC_L,0.03939575398041395,0.054678111587982844,233,10,136,0.002050099040569952,0.00047482413166282186,2.0378718097116818e-05,0.00027715056612078874,0.012594183648347631,0.15168539325842695,0.26262626262626265,0.009179400549157281,0.28422059666914473,0.00468723255783334,2.633276717883899e-05,0.023820669834199684,0.1108346170557333,-0.3204718952747716,0.8519427513705973
51,Crane,4797,0.0009430449579370314,0.0009213503026932751,0.2165605095541402,0.7541992336026698,0.4704986612375992,0.348497794632598,0.27726758950637753,0.12367315101033832,0.8285995760391212,0.17140042396087818,Texas,62.0,9.0,0.0012841408603743764,0.292127097010117,0.7258064516129034,48103.0,9.0,9/10,0,1,0,0,0,0,1,0,0.001238132277916314,0.00018600300793435688,0.0013409923343274024,0.00013028222024064575,0.0010416666666666667,0.0006800077715173888,0.8538839448492996,0.10449061392294598,0.35257360429718027,0.04031924734795411,0.07524660896253435,0.267515803360755,0,0,1,0,0,0,0,0,0.25263871317549247,0.43844631914484355,0.16722408026755856,0.5352422907488985,0.13053613053613053,0.3402061855670103,0.10862530132417529,0.8992045111267747,0.10079548887322526,J,Texas_J_RAC_J,0.04395590069289472,0.11888412017167384,770,48,172,0.0033299413748063547,0.0014618328726344887,9.112724400838371e-05,0.00032653929103004163,0.0006633949012942098,0.0,0.030303030303030304,0.0008385928807646382,0.23736403897241237,0.012924744632061705,0.001876172607879925,0.0019323498261033113,0.17490097977902855,-1.916922612182061,0.3834824944236852
52,Crockett,3464,0.0006523511359074841,0.0006462511953961975,0.3853503184713375,0.61470527033112,0.3293779345160054,0.5688402358636824,0.4194089965938943,0.3098944008974995,0.8418289618519477,0.1581710381480521,Texas,18.0,0.0,0.00041981528127623844,0.11350929775660504,0.0,48105.0,9.0,9/10,0,1,0,0,0,0,1,0,0.0008781923695789771,5.739521387688727e-05,0.0015211256329683966,9.554029484314022e-05,0.0005208333333333333,0.0003993696435895776,0.8861670366555285,0.04326476855062239,0.6200683474635273,0.04179246994348968,0.05210132551866012,0.2266366473499721,0,0,1,0,0,0,0,0,0.19583408639074643,0.2616168832953203,0.3411371237458194,0.5550660792951541,0.08624708624708624,0.21649484536082472,0.44250899844797414,0.7778672842614037,0.22213271573859633,K,Concho_Valley_RAC_K,0.0,0.0,167,4,27,0.00205620287868403,0.0009305850426564581,2.2289462099555882e-05,0.0001504538691720022,0.0005646227715459608,0.0,0.030303030303030304,0.0006327964651439198,0.3061047390819833,0.005196304849884526,0.0,0.0003170127525543002,0.18822170900692842,0.0,0.0
53,Crosby,5737,0.0011264385603644957,0.001136626939490835,0.3598726114649681,0.6567579525341284,0.3383225653847399,0.2699846271641648,0.3601698338625843,0.35376151484539503,0.8729026972253451,0.1270973027746547,Texas,34.0,1.0,0.0007902405294611547,0.1303840570237182,0.14705882352941177,48107.0,1.0,1,1,0,0,0,1,0,0,0,0.0015083922429899416,0.0002444610961422976,0.001160859035686408,4.632256719667404e-05,0.0006944444444444445,0.0011009649634091058,0.8615453521845542,0.11500876598077682,0.2241818360245525,0.008267954924121457,0.041945033198916654,0.3662692800591747,0,0,1,0,0,0,0,0,0.09915055123802638,0.10765024319199801,0.6220735785953176,0.5242290748898677,0.1118881118881119,0.21649484536082472,0.12762936300894892,0.0,0.9999999999999999,B,B_RAC_B,0.04229071555496319,0.20180257510729616,757,28,206,0.005296156392382881,0.0014739670547918532,5.451925698041201e-05,0.0004011059620701741,0.0016083640829155173,0.02247191011235955,0.09090909090909091,0.0010785052797235505,0.5808948727236258,0.005926442391493812,0.0001743071291615827,0.0020194679962832816,0.1842426355237929,-3.0349529867072724,0.2192645048267573
54,Culberson,2171,0.0003723445867466701,0.0003774713631518859,0.46496815286624205,0.5314005774618104,0.29192691855945574,0.4580927685861136,0.41419613762560403,0.46642753931869346,0.8581812314671728,0.14181876853282693,Texas,6.0,0.0,0.0001234750827283054,0.0572876105360557,0.0,48109.0,10.0,9/10,0,1,0,0,0,0,1,0,0.0004892742482822782,4.0389224580031786e-05,0.0009406961151251926,0.0001273870597908536,0.00017361111111111112,0.0005936575783088314,0.8184706458118665,0.04940286769326572,0.648671702464799,0.09513443673205277,0.027710577552071035,0.5886034990234927,0,0,1,0,0,0,0,0,0.31067232965841307,0.1660850210216812,0.5083612040133779,0.3612334801762114,0.009324009324009341,0.16494845360824742,0.6084271703596076,0.0,0.9999999999999999,I,Border_RAC_I,0.08889273668671446,0.03708154506437769,115,8,97,0.0009084053007320544,0.00013042023668437735,9.072712117174077e-06,0.00011000663442073569,0.0005572517170871362,0.0,0.030303030303030304,0.0004181959247907645,0.5529686989793068,0.0027637033625057578,0.0,9.690103720722164e-05,0.2105020727775219,-2.6338340132604015,0.2679601491765541
55,Dallam,7287,0.0015492270750515874,0.0013729678264642812,0.13694267515923564,0.8563245739288564,0.420410498378865,0.5085231176939016,0.13227870699335031,0.10175277248857406,0.7018489593630652,0.29815104063693454,Texas,104.0,1.0,0.0025188916876574307,0.3232643286995748,0.04807692307692308,48111.0,1.0,1,0,1,0,0,0,0,1,0,0.0019400150991741208,0.00020088324856910544,0.003202369753617677,0.00021424187328461744,0.0017361111111111112,0.0012089027049198024,0.8554894478876267,0.0732605851819942,0.5873708608670851,0.04335938900216259,0.08255751868470732,0.3051567453930254,0,0,0,0,0,1,0,0,0.2923097776974516,0.28181418482591847,0.23411371237458192,0.5330396475770924,0.10489510489510492,0.010309278350515483,0.2271736617904435,0.7699123955291511,0.23008760447084886,A,Panhandle_RAC_A,0.03299360063124136,0.08042918454935623,467,68,112,0.002967325340185901,0.001061057376620839,0.0001545008599790515,0.00025447200467137895,0.0013754387620166615,0.02247191011235955,0.09090909090909091,0.00203595384437609,0.35321383829932207,0.014271991217236175,0.00013723068478111705,0.0015142581929050406,0.26444352957321254,-2.70805020110221,0.25819888974716115
56,Dallas,2635516,0.5557223720102887,0.5624782511616934,0.20382165605095548,0.6484298820777744,0.6004427087130746,0.5108341119758308,0.21252585449006312,0.07790359841514216,0.8894835573946931,0.11051644260530669,Texas,30361.0,436.0,0.7389736751123623,0.2596597190118607,0.07180264154672113,48113.0,3.0,2/3,1,0,1,0,0,0,0,0,0.5349594686310845,0.660412714102748,0.570462141985069,0.5131179719980082,0.48836805555555557,0.5555447617814044,0.2694490288276741,0.6901239810577791,0.20811143397183435,0.3167911963771901,0.06421100629014641,0.3743598206433849,0,0,0,0,0,0,0,1,0.35416591360925354,0.4089197878596357,0.30434782608695654,0.6497797356828192,0.5221445221445221,0.18556701030927833,0.12313839447875045,1.0,0.0,E,North_Central_Texas_RAC_E,1.0,1.0,1650,265,1753,0.0014874852724230453,0.00020420589895149552,3.2796704983118977e-05,0.00021695329749210404,0.5580551620231481,1.0,0.9292929292929293,0.5840051063923448,0.39509639772797994,0.011519945240324854,0.00016543249974578035,0.9999999999999999,0.2013806783946673,-1.5513101708162527,0.460402079505477
57,Dawson,12728,0.0028855636745580065,0.002348242609607826,0.20382165605095548,0.6444823486119836,0.5651086109275363,0.1543504364985666,0.19718054947305574,0.21279898298567718,0.5852247492109426,0.4147752507890572,Texas,75.0,1.0,0.0018027362078332592,0.1296000609335855,0.06666666666666668,48115.0,9.0,9/10,0,1,0,0,0,1,0,0,0.003362692838568476,0.000844985093187507,0.003002221644016572,0.0004863869555650775,0.002951388888888889,0.002072404637005375,0.791638405218839,0.18053659235023214,0.25568300263275195,0.05744430767467366,0.08035153093292627,0.28812233941289056,0,0,0,0,0,1,0,0,0.15642508584854506,0.18754637135555496,0.5953177257525083,0.5638766519823786,0.12354312354312355,0.2989690721649485,0.12764587392266288,0.842916121236532,0.15708387876346794,B,B_RAC_B,0.04229071555496319,0.20180257510729616,757,28,206,0.005296156392382881,0.0014739670547918532,5.451925698041201e-05,0.0004011059620701741,0.0031901923697792668,0.0,0.030303030303030304,0.0021416033411653357,0.4983109204948772,0.005892520427404149,7.856693903205531e-05,0.004591645250775274,0.1589409176618479,0.0,0.0
58,Deaf Smith,18546,0.003861952923845486,0.003837063812039483,0.13057324840764328,0.8200133352573317,0.4618544334853465,0.26563597596130895,0.13784799412899518,0.14770790773609754,0.8599068039306925,0.14009319606930726,Texas,401.0,17.0,0.009458191336988196,0.4931339149278512,0.2119700748129676,48117.0,1.0,1,0,1,0,0,0,1,0,0,0.005210892757734514,0.00044428147038034956,0.006424754318195465,0.0003329434517260947,0.0022569444444444447,0.0023098676683289076,0.8965153855518981,0.06301894329018586,0.42339144733272754,0.02352834010160007,0.04216950448895184,0.20358987120127173,0,0,1,0,0,0,0,0,0.18677932405566597,0.19447116045176005,0.4147157190635451,0.5132158590308369,0.1608391608391608,0.11340206185567012,0.22613347422646368,0.8286174604772935,0.17138253952270668,A,Panhandle_RAC_A,0.03299360063124136,0.08042918454935623,467,68,112,0.002967325340185901,0.001061057376620839,0.0001545008599790515,0.00025447200467137895,0.004726320118998303,0.02247191011235955,0.09090909090909091,0.004421871646866558,0.5059972253847738,0.021621913080987813,0.0009166397066752938,0.004012882690357524,0.2208023293432546,-2.9633207575423324,0.22726003720726204
59,Delta,5331,0.001043505322903125,0.0010473145187450761,0.4713375796178344,0.5682788987668576,0.2727298043839701,0.47210329021202857,0.4591922518220586,0.42632859061438405,0.8649476906300653,0.13505230936993406,Texas,7.0,0.0,0.0001481700992739665,0.023761032390739942,0.0,48119.0,4.0,4/5N,0,1,0,0,0,0,1,0,0.001299749109682536,0.000379446136186088,0.00250185137001381,9.843545529293233e-05,0.0005208333333333333,0.0018241478315307732,0.7297599040860849,0.1941135285262533,0.6451456955276469,0.025666531679247588,0.03385462232163546,0.6830723403656913,0,0,0,1,0,0,0,0,0.1355684077354057,0.1969442994146905,0.4046822742474916,0.8325991189427311,0.26340326340326337,0.13402061855670103,0.021398144173298553,0.0,0.9999999999999999,F,Northeast_Texas_RAC_F,0.011881594653991214,0.14540772532188845,693,102,63,0.00754768063396127,0.0025354060491202908,0.00037317664792246705,0.00023049145901093553,0.0011174518559578022,0.19662921348314605,0.030303030303030304,0.0007494511178487121,0.40944664417383786,0.0013130744700806604,0.0,0.006785292840700765,0.14218720690302006,-2.1671471220989416,0.3383841260962061
60,Denton,887207,0.18639074123077198,0.18991190930576443,0.28025477707006374,0.5963515283187222,0.5861983282480963,0.8222551072231223,0.24656921505382323,0.0586889099305451,0.8988245752135613,0.10117542478643848,Texas,3582.0,37.0,0.08751913863782289,0.086724725362058,0.051647124511446124,48121.0,3.0,2/3,1,0,0,1,0,0,0,0,0.2045260918304317,0.10395761257167759,0.14840982326921923,0.24846846012205998,0.18350694444444446,0.2614252099389072,0.4758696897177572,0.32087603674536214,0.13126910117329527,0.45868883433800106,0.07167297452103326,0.5499700261177111,0,0,0,0,0,0,0,1,0.32651364540032524,0.801132148058586,0.07357859531772576,0.9581497797356826,0.8135198135198135,0.13402061855670103,0.12404649473301853,0.9373678380827711,0.06263216191722888,E,North_Central_Texas_RAC_E,1.0,1.0,1650,265,1753,0.0014874852724230453,0.00020420589895149552,3.2796704983118977e-05,0.00021695329749210404,0.0766692858480177,1.0,0.9292929292929293,0.10628009222320657,0.08894863738681058,0.004037389245125433,4.170390900883334e-05,0.3344664047416974,0.10893737312712817,0.0,0.0
61,DeWitt,20160,0.004434363258694844,0.003952917188006859,0.46178343949044576,0.5339371401467583,0.3424026990521385,0.4838994965384169,0.43309270135567957,0.3926132434225575,0.7096025213684005,0.2903974786315988,Texas,131.0,3.0,0.003136267101298958,0.14359412273666827,0.11450381679389313,48123.0,8.0,8,0,1,0,0,0,0,1,0,0.005301487802460097,0.0019546258948073274,0.004002962192022097,0.00023161283598337022,0.001388888888888889,0.002925112794939879,0.7584545868546433,0.2650576730019461,0.19089223043704784,0.012743082539745017,0.02387288248632786,0.24579905387811532,0,0,0,0,1,0,0,0,0.31400686788360743,0.26286719243769063,0.4448160535117056,0.6916299559471366,0.17016317016317015,0.24742268041237117,0.12908232341577783,0.5073003725707381,0.4926996274292619,S,Golden_Crescent_RAC_S,0.000913219122086955,0.013390557939914165,122,17,47,0.0028124196451529957,0.0006535527556355533,9.106882660495414e-05,0.00025177852061369677,0.004415261620835907,0.29213483146067415,0.2222222222222222,0.0028085157896474496,0.41799408685812206,0.006498015873015873,0.00014880952380952382,0.007255329423885635,0.13040674603174604,0.0,0.0
62,Dickens,2211,0.00043390327847057426,0.00033365772278604196,0.5127388535031846,0.387911186102579,0.4340782778931529,0.21026924199558494,0.39138945568581374,0.5240514263369527,0.5400322548831136,0.4599677451168862,Texas,2.0,0.0,2.4695016545661085e-05,0.014319732924911148,0.0,48125.0,1.0,1,0,1,0,0,0,0,1,0,0.00048469874097290536,0.00013392216571273696,0.0009206813041650822,7.237901124480319e-05,0.00034722222222222224,0.00044254474019385625,0.7656375361185279,0.16553546233449745,0.6203916440726172,0.05193559678027707,0.05441851095933624,0.4337509967034623,0,0,1,0,0,0,0,0,0.1064973793602024,0.13122750130526784,0.5083612040133779,0.66079295154185,0.16317016317016317,0.27835051546391754,0.1278770267146584,0.0,0.9999999999999999,B,B_RAC_B,0.04229071555496319,0.20180257510729616,757,28,206,0.005296156392382881,0.0014739670547918532,5.451925698041201e-05,0.0004011059620701741,0.0002933679674612172,0.02247191011235955,0.09090909090909091,0.0002905361161704258,0.24913092452179403,0.0009045680687471732,0.0,0.0007205416680251802,0.15422885572139303,0.0,0.0
63,Dimmit,10124,0.002018184608531607,0.0021060037325851314,0.2420382165605094,0.7453519200808023,0.3931888545145792,0.2199603832828052,0.17451687785161873,0.2960932885806586,0.9239071736500637,0.07609282634993608,Texas,25.0,0.0,0.0005926803970958661,0.050485274255052455,0.0,48127.0,8.0,8,0,1,0,0,0,0,1,0,0.0028456605126093355,0.00017962576194803607,0.0015011108220082863,0.00021713703373440956,0.00034722222222222224,0.000993027221898409,0.9345403819259277,0.045954162859182586,0.12293144299329017,0.029770163048725658,0.01188456417731059,0.15632954502656488,0,0,1,0,0,0,0,0,0.15215976866076267,0.0975653320876041,0.6521739130434783,0.39867841409691596,0.07459207459207459,0.31958762886597936,0.1984116501007166,0.6094048937669923,0.3905951062330077,P,Southwest_Texas_RAC_P,0.3501413749270153,0.45596566523605153,715,101,695,0.0019285136221430434,0.00024271910576171025,3.428619535934649e-05,0.00023592976014599808,0.00379461883540288,0.29213483146067415,0.2222222222222222,0.0017377141190647817,0.803820296721369,0.0024693796918214147,0.0,0.0024320054422517726,0.1635717107862505,0.0,0.0
64,Donley,3278,0.000598487280649068,0.0006209740951851338,0.5063694267515925,0.42851756353578174,0.37251296961921554,0.025951691025354773,0.4872916825771165,0.5516158254811536,0.8983591642517188,0.10164083574828053,Texas,28.0,0.0,0.0006667654467328493,0.1908294149310449,0.0,48129.0,1.0,1,0,1,0,0,0,0,1,0,0.0007961382718308892,0.00020938624321753318,0.000580429517843204,4.921772764646617e-05,0.00034722222222222224,0.00044254474019385625,0.820215848362231,0.17425103222679242,0.2132852161410433,0.02106240884837412,0.03670510302961941,0.27084054924109624,0,0,1,0,0,0,0,0,0.2343665281041026,0.1493363743782804,0.45150501672240806,0.8546255506607927,0.21445221445221443,0.16494845360824742,0.13203777697057756,0.0,0.9999999999999999,A,Panhandle_RAC_A,0.03299360063124136,0.08042918454935623,467,68,112,0.002967325340185901,0.001061057376620839,0.0001545008599790515,0.00025447200467137895,0.0005469322408447819,0.02247191011235955,0.09090909090909091,0.00043800520543874804,0.3172279194440868,0.008541793776693106,0.0,0.0010798040935337961,0.14490543014032947,0.0,0.0
