,County,Population_Estimate,Population_Male,Population_Female,MEDIAN_AGE_TOT,Age017_Per_Pop_Est,Age1844_Per_Pop_Est,Age4554_Per_Pop_Est,Age_5564_Per_Pop_Est,Age_65_plus_Per_Pop_Est,Pop_Female_Ratio,Pop_Male_Ratio,State,Confirmed,Deaths,Active,Incidence_Rate,Lethality_Rate,FIPS,Public_Health_Region,Health_Service_Region,Metro_Area_Metro,Metro_Area_Non-Metro,NCHS_Urban_Rural_Classification_2013_Large Central Metro,NCHS_Urban_Rural_Classification_2013_Large Fringe Metro,NCHS_Urban_Rural_Classification_2013_Medium Metro,NCHS_Urban_Rural_Classification_2013_Micropolitan,NCHS_Urban_Rural_Classification_2013_Non-core,NCHS_Urban_Rural_Classification_2013_Small Metro,White,Black,American_Indian_Alaskan_Native,Asian,Native_Hawaiian_Other_Pacific_Islander,Two_Or_More_Races,White_Pop_Ratio,Black_Pop_Ratio,American_Indian_Alaskan_Native_Pop_Ratio,Asian_Pop_Ratio,Native_Hawaiian_Other_Pacific_Islander_Pop_Ratio,Two_Or_More_Races_Pop_Ratio,Social_Distancing_Score_B,Social_Distancing_Score_B-,Social_Distancing_Score_C,Social_Distancing_Score_C-,Social_Distancing_Score_D,Social_Distancing_Score_D+,Social_Distancing_Score_D-,Social_Distancing_Score_F,Per_Capita_Income,Median_Household_Income,Percent_Population_Poverty,Percentage_High_School_Graduate_Or_Higher,Percentage_Bachelors_Degree_Or_Higher,Unemployment_Rate_Percentage,Land_Area,Percent_Urban,Percent_Rural,Trauma_Area_Letter,Service_Area_RAC,Trauma_Service_Area_Population_Estimate,Total_Staffed_Hospital_Beds,Available_Hospital_Beds,Available_ICU_Beds,Available_Ventilators,Total_Staffed_Hospital_Beds_Ratio,Available_Hospital_Beds_Ratio,Available_ICU_Beds_Ratio,Available_Ventilators_Ratio,Medicaid_Caseload,Nursing_Homes_With_Cases_In_HSR,Assisted_Living_Facilities_With_Cases_In_HSR,# Uninsured,Medicaid_Caseload_Ratio,Confirmed_Per_Capita,Deaths_Per_Capita,Population_Density,Log_Lethality,Sqrt_Lethality,Sq_Lethality
42,DeWitt,20160,0.003853512624969684,0.003426435950221629,0.5598455598455596,0.3622315593284773,0.2677854862705452,0.4783143886091368,0.48865175951377093,0.5261199220302456,0.6667227891513683,0.3332772108486308,Texas,131.0,3.0,0.002446498294864825,0.12126855025515418,0.15776081424936386,48123.0,8.0,8,0,1,0,0,0,0,1,0,0.004542974949531828,0.001915374869261316,0.003504345388281469,0.0001968777504979849,0.001388888888888889,0.002602142178457286,0.7584545868546433,0.25877170872905175,0.20422200665636275,0.007922805963772261,0.02387288248632786,0.24579905387811532,0,0,0,0,1,0,0,0,0.2876837954330083,0.26286719243769063,0.4448160535117056,0.6962305986696233,0.17016317016317015,0.24742268041237117,0.12908232341577783,0.5073003725707381,0.4926996274292619,S,Golden_Crescent_RAC_S,0.000913219122086955,0.006552239868955201,133,15,40,0.0028392045941544528,0.0007124796434387589,8.03548470043713e-05,0.00021427959201165682,0.0040276374683843,0.29213483146067415,0.2222222222222222,0.0020507172554310414,0.37298147356053524,0.006498015873015873,0.00014880952380952382,0.006856819019407067,-1.8466752268241697,0.39719115580456205,0.02488847451262229
43,Duval,11157,0.0017669952995615235,0.0016877167603256739,0.35521235521235517,0.5100437764306915,0.3594504019107795,0.27533679324246707,0.2565190295771631,0.44060096100512314,0.754790461881774,0.2452095381182251,Texas,70.0,0.0,0.0010131962635298768,0.11595826854837663,0.0,48131.0,11.0,11,0,1,0,0,0,0,1,0,0.0024109942313803503,0.00012967576806319675,0.0013616884937322276,0.00012739148561634317,0.0022569444444444447,0.0003023235726008464,0.9504674969865652,0.030522024688894887,0.1604674149132707,0.013392448003956847,0.07009730485364352,0.06685590075534864,0,0,1,0,0,0,0,0,0.10293563211363477,0.06979747739825781,0.6822742474916388,0.4124168514412416,0.03729603729603731,0.5876288659793815,0.27512135521579767,0.3318900412848656,0.6681099587151345,U,Coastal_Bend_RAC_U,0.05713979770962366,0.06751655864966882,321,12,146,0.0021968720726204117,0.0005087993761263724,1.9020537425284953e-05,0.00023141653867430026,0.003543908032415771,0.07303370786516855,0.0,0.001048487017814367,0.7286144106038815,0.006274088016491888,0.0,0.0015684052912114965,0.0,0.0,0.0
44,Ector,166223,0.03562478105041904,0.03368478643891764,0.12741312741312738,0.727379260068503,0.5684229887009625,0.21849915397699782,0.1105097328163358,0.034683623221160254,0.7612099716551697,0.23879002834483032,Texas,1105.0,13.0,0.0262689665398112,0.12481810652918751,0.08104575163398693,48135.0,9.0,9/10,1,0,0,0,0,0,0,1,0.04485096435190259,0.009394052771660104,0.04854018983539588,0.006207439662759995,0.07725694444444445,0.02660447438887449,0.8062105131504438,0.14640582856344353,0.35536508992625665,0.05103456060084177,0.1610550310135665,0.27318761337019914,0,0,0,0,0,0,0,1,0.2135236756029713,0.41706740677640075,0.26086956521739135,0.5898004434589801,0.1841491841491841,0.21649484536082472,0.12723310107981375,0.9116906655925889,0.08830933440741115,J,Texas_J_RAC_J,0.04395590069289472,0.06124919877501603,508,26,212,0.0024642325567267092,0.0009644299990887276,4.9360590504541174e-05,0.000402478661037028,0.03287885379720233,0.0,0.030303030303030304,0.03150307001844765,0.3182007810076005,0.006647696167197079,7.820819020231857e-05,0.06086521605626502,-2.512741448781444,0.28468535549618096,0.006568413857917895
45,Ellis,184826,0.03836873526167229,0.03882212207199689,0.3513513513513511,0.5516378043602761,0.3876589168885788,0.6246928002644045,0.34905895209718163,0.2015334566133239,0.8697465792231607,0.13025342077683888,Texas,1424.0,20.0,0.03397914298423368,0.1498804564430537,0.09675405742821472,48139.0,3.0,2/3,1,0,0,1,0,0,0,0,0.04655526680743519,0.023842271749389885,0.030738115262926028,0.004502130912123037,0.043055555555555555,0.0385030664248078,0.6683582618237573,0.3486679627844479,0.1442133321897236,0.029304862132305282,0.08072239099831982,0.3736232135828267,0,0,0,0,0,0,0,1,0.18338275303396206,0.6418619988458685,0.12374581939799337,0.8004434589800442,0.34032634032634024,0.1443298969072165,0.1335237592048344,0.6849259893263518,0.31507401067364815,E,North_Central_Texas_RAC_E,1.0,1.0,2692,352,1258,0.0017919377035870933,0.00033316501816813693,4.356392510965238e-05,0.00015569152780665538,0.027242226040276374,1.0,0.9292929292929293,0.0293994878713621,0.1848770734422071,0.0077045437330245745,0.00010820988389079459,0.06495478031088915,-2.335583010709058,0.311053142450313,0.009361347628822271
46,El Paso,839238,0.176755563939266,0.1782914270395492,0.20849420849420852,0.562148865400852,0.5235687045717227,0.36968832247200223,0.18929851456880264,0.17278542040767542,0.8670617033412249,0.1329382966587751,Texas,8385.0,145.0,0.20291108584984927,0.20410694989070477,0.11912807261644472,48141.0,10.0,9/10,1,0,0,0,1,0,0,0,0.23441439367829864,0.03550883921055093,0.1781208698786495,0.03299729003566961,0.3263888888888889,0.13792433272868618,0.8456197013031874,0.10621310773896947,0.21660099168322672,0.054005193532685264,0.13476530860998537,0.2780240612136179,0,0,0,0,0,0,0,1,0.09720906061810292,0.1905965760765025,0.5150501672240803,0.6208425720620843,0.3356643356643356,0.268041237113402,0.14628669550572931,0.9850971704762864,0.014902829523713624,I,Border_RAC_I,0.08889273668671446,0.09728651805426963,411,56,268,0.0020458965824227543,0.00046611058501981823,6.350898482021854e-05,0.00030393585592533156,0.22475573875660887,0.0,0.030303030303030304,0.1787989757427242,0.49693505051090303,0.009991206308579926,0.00017277577993370175,0.2740133230812223,-2.1275561241278624,0.3451493482775894,0.014191497685308925
47,Erath,42698,0.008275492147329169,0.008568829675489664,0.1660231660231659,0.27897951049722114,0.6899248245177415,0.1481954542260957,0.24766351961858069,0.2728706968022857,0.8946770361307528,0.10532296386924678,Texas,250.0,1.0,0.005436662877477389,0.10602169236933384,0.027555555555555555,48143.0,3.0,2/3,0,1,0,0,0,1,0,0,0.011365374300901726,0.0008811574731507385,0.010713284472746205,0.001242066984759346,0.008159722222222223,0.006942644899369439,0.8925232234535347,0.04821916447926214,0.30520101765724034,0.03842582396607225,0.06622099868098441,0.2934483010856014,0,0,0,0,0,0,0,1,0.13507372196578327,0.23372537165782747,0.4347826086956522,0.7849223946784925,0.4871794871794871,0.1443298969072165,0.15784433510550475,0.5405296546168563,0.4594703453831437,E,North_Central_Texas_RAC_E,1.0,1.0,2692,352,1258,0.0017919377035870933,0.00033316501816813693,4.356392510965238e-05,0.00015569152780665538,0.005731013988334452,1.0,0.9292929292929293,0.007539855172223905,0.1706951957490866,0.0058550751791653,2.34203007166612e-05,0.012570346653787295,-3.5915511101533744,0.16599866130651644,0.0007593086419753086
48,Falls,17297,0.0028316409787212016,0.0032266413087644937,0.47490347490347484,0.292308425768508,0.3902831244402515,0.45786270851523847,0.44415012261421616,0.46169970006176553,1.0,0.0,Texas,46.0,0.0,0.000420105767805071,0.030239135707474316,0.0,48145.0,7.0,7,1,0,0,0,1,0,0,0,0.002920789162553456,0.004402598617358695,0.0033241219111698503,0.00027504979848983185,0.00625,0.0033039647577092508,0.39033397702367334,0.7049827303620189,0.24376302226095709,0.018727030548747595,0.12520945245763218,0.38239501004691345,0,0,1,0,0,0,0,0,0.08460448955053551,0.10101398697480146,0.5551839464882943,0.6031042128603106,0.10722610722610723,0.22680412371134026,0.10538916223623813,0.3286678078743329,0.6713321921256671,M,Heart_of_Texas_RAC_M,0.021162128606819996,0.011893739762125204,204,20,56,0.0017452711805245045,0.0005884881335983454,5.7694915058661304e-05,0.00016154576216425166,0.0037135082919779075,0.15168539325842695,0.26262626262626265,0.0021718659654726175,0.42154320188670813,0.0026594207087934324,0.0,0.0069951722574707895,0.0,0.0,0.0
49,Fannin,35514,0.007399907693636978,0.006403544711005903,0.5328185328185326,0.3014008445313212,0.33038771724249594,0.6206824898839456,0.49154929337625863,0.4569681181549682,0.6246868342368628,0.3753131657631372,Texas,130.0,8.0,0.0022982256709336234,0.053979652428626304,0.423931623931624,48147.0,3.0,2/3,0,1,0,0,0,0,1,0,0.008784041403895871,0.0023968758769058085,0.008871000040049662,0.0007643489136980589,0.0050347222222222225,0.008249114623823097,0.7827770097910258,0.1795412738745125,0.3084098806563775,0.026107584279497557,0.04912514084870305,0.4432523453247057,0,0,0,0,0,0,1,0,0.11503072173142181,0.3164930889505647,0.29096989966555187,0.7649667405764968,0.19347319347319344,0.13402061855670103,0.1260773371198362,0.2967475581512436,0.7032524418487565,E,North_Central_Texas_RAC_E,1.0,1.0,2692,352,1258,0.0017919377035870933,0.00033316501816813693,4.356392510965238e-05,0.00015569152780665538,0.005736913127797482,1.0,0.9292929292929293,0.005331644593738814,0.24796371000847617,0.0036605282423832855,0.00022526327645435603,0.012719196761600432,-0.8581831010668742,0.6511003178709284,0.17971802176930385
50,Fayette,25346,0.004666646990611527,0.004811088686902408,0.7953667953667951,0.24839283705606308,0.10440246735885761,0.2895342478347134,0.6675261211939421,0.8253275635210447,0.8777616557993806,0.12223834420061896,Texas,136.0,3.0,0.002570058814807493,0.09441743135127151,0.1519607843137255,48149.0,7.0,7,0,1,0,0,0,0,1,0,0.006137992024609358,0.00166133791379325,0.00568705194441107,0.00029531662574697735,0.002951388888888889,0.0031204111600587367,0.8178399495715876,0.1753865598518757,0.27797800866363115,0.010385195860912789,0.040350125689035184,0.2246195556004784,0,0,0,0,1,0,0,0,0.2776470108723342,0.3531092852628397,0.274247491638796,0.7361419068736144,0.22843822843822845,0.1237113402061856,0.13583528712478948,0.3308830933440741,0.6691169066559259,O,Capital _Area_Trauma_RAC_O,0.2779464353633885,0.20988533580229327,753,70,374,0.001425018954646509,0.00031699830807941547,2.9468634217209935e-05,0.00015744670281766452,0.0031427665489296747,0.15168539325842695,0.26262626262626265,0.00345934634764173,0.16201395246049122,0.005365738183539809,0.00011836187169573109,0.008349675608066983,-1.88413278935907,0.3898214774915891,0.023092079969242604
51,Floyd,5712,0.0005539237261999934,0.000588003216946632,0.4169884169884168,0.547075598583963,0.25703364143797536,0.3640469311950947,0.3463577589282616,0.4655651525869503,0.8126557829135468,0.18734421708645277,Texas,49.0,1.0,0.00046952997578213814,0.17060404848730043,0.14058956916099774,48153.0,1.0,1,0,1,0,0,0,0,1,0,0.0007289762249349553,0.00021896072312310266,0.0009411670471384516,4.921943762449623e-05,0.0006944444444444445,0.0007126198497019952,0.8472365990623743,0.11471496851335261,0.3236843929747137,0.01449811219011685,0.042128616152343284,0.34444255544617874,0,0,1,0,0,0,0,0,0.112605590030467,0.13485477178423233,0.5317725752508361,0.5476718403547673,0.21212121212121207,0.3608247422680413,0.14280289271208269,0.47004329876145406,0.529956701238546,B,B_RAC_B,0.04229071555496319,0.06117797877644042,382,36,140,0.0025254098679855135,0.0007437984345184781,7.009618754624401e-05,0.00027259628490206006,0.0011916261715322275,0.02247191011235955,0.09090909090909091,0.00038106776067623014,0.5388885044345558,0.00857843137254902,0.00017507002801120448,0.0014148596800782412,-1.9619104904017544,0.37495275590532434,0.019765426956874967
52,Fort Bend,811688,0.16968801048134902,0.17364346182573523,0.3667953667953665,0.5886579582250366,0.40135027397901635,0.7628431843835382,0.3028615335564222,0.1269933173245701,0.8903614065435272,0.10963859345647275,Texas,4413.0,60.0,0.10685513764641921,0.09610303813929302,0.0936626633431528,48157.0,6.0,6/5S,1,0,0,1,0,0,0,0,0.13474612670327218,0.18401416654620284,0.09523809523809523,0.49163559086487235,0.13524305555555555,0.2033665889263194,0.0,0.6209355043697213,0.05772090846755329,1.0,0.05773693605333638,0.458358303413286,0,0,0,0,0,0,0,1,0.31816097575887264,0.855074056772279,0.0936454849498328,0.902439024390244,0.8694638694638693,0.268041237113402,0.12127266122907242,0.9511630248716141,0.04883697512838586,Q,Southeast_Texas_Trauma_RAC_Q,0.8238755348787052,0.9346912613061747,2388,194,1220,0.0020276330411789513,0.00035702608039635275,2.9004631321981758e-05,0.00018240025882895744,0.0979493116441639,0.6910112359550562,1.0,0.1005644428536028,0.10981547986565204,0.005436818087738146,7.39200283852909e-05,0.31168009286281395,-2.3680556393385745,0.3060435644530902,0.00877269450453278
53,Franklin,10725,0.0016087313777900965,0.0016615832840169347,0.6216216216216215,0.394078010734795,0.1606759649224202,0.4122155511346317,0.5560829682071855,0.6231599987129416,0.8452197998284627,0.15478020017153682,Texas,53.0,1.0,0.0005683783917362725,0.08436227431814125,0.129979035639413,48159.0,4.0,4/5N,0,1,0,0,0,0,1,0,0.0021267911889119905,0.0004379214462462054,0.0018623092634867233,0.0002895261036735072,0.0008680555555555556,0.0017707523538049582,0.8411730688910961,0.11246287114244422,0.2507355912401354,0.03965497844891738,0.028046463340580984,0.3586071191815797,0,0,0,0,0,0,1,0,0.13668368334708936,0.24931988678519412,0.3377926421404682,0.82039911308204,0.2727272727272727,0.268041237113402,0.025955156358352865,0.31084482932232405,0.689155170677676,G,Piney_Woods_RAC_G,0.0998850343827316,0.11366711772665763,554,89,231,0.0020999142070449333,0.0005719530337772336,9.188415163569276e-05,0.00023848583177353964,0.001769741838909249,0.19662921348314605,0.030303030303030304,0.0009251356039538533,0.3310991247804299,0.004941724941724942,9.324009324009324e-05,0.01200449450494037,-2.04038210584325,0.3605260540368934,0.016894549705751792
54,Freestone,19717,0.003708508653400728,0.0033825991512521306,0.5714285714285714,0.372535363950276,0.25375622947437526,0.5483024874255333,0.4412402848820911,0.5380144331262229,0.7018434121391492,0.29815658786084986,Texas,64.0,0.0,0.0008649236395986754,0.04414776289132537,0.0,48161.0,7.0,7,0,1,0,0,0,0,1,0,0.003924505170755354,0.003280159182319878,0.005126356682286034,0.0004690322879510817,0.0010416666666666667,0.003962598255161095,0.569357700065813,0.4580723592197715,0.3497100655169754,0.03141928207146372,0.0183069423945467,0.39713753421352127,0,0,0,0,1,0,0,0,0.10953851170278894,0.26436481547635404,0.2876254180602007,0.7228381374722839,0.09790209790209789,0.44329896907216493,0.1239144074233068,0.3375289497532978,0.6624710502467023,G,Piney_Woods_RAC_G,0.0998850343827316,0.11366711772665763,554,89,231,0.0020999142070449333,0.0005719530337772336,9.188415163569276e-05,0.00023848583177353964,0.0034008539004372735,0.15168539325842695,0.26262626262626265,0.002287507915966849,0.3024121067552207,0.0032459299082010446,0.0,0.006951660562376494,0.0,0.0,0.0
55,Frio,20306,0.0044656090359289045,0.002884798578338889,0.16988416988416977,0.3995398056968731,0.7487467676566845,0.19594757064912782,0.05013198601340341,0.16213750018041118,0.23265927989824098,0.7673407201017586,Texas,293.0,0.0,0.006523995452972866,0.30935142877767485,0.0,48163.0,8.0,8,0,1,0,0,0,0,1,0,0.004770093170365834,0.0008535216537274343,0.0035443950498618283,0.0015692314819104089,0.0008680555555555556,0.0018247387060551094,0.8275293723306894,0.11085560419550056,0.20504913980783185,0.1206630655737974,0.01481327289115193,0.16347742199317827,0,0,0,0,0,1,0,0,0.01252305403560261,0.1506141628424611,0.7491638795986622,0.3170731707317074,0.0,0.18556701030927833,0.16614932470362911,0.7836068875239149,0.216393112476085,P,Southwest_Texas_RAC_P,0.3501413749270153,0.3177124136457517,1008,125,496,0.0016630502085686974,0.00034218301903189366,4.24334100982011e-05,0.00016837577126966195,0.004816647371564673,0.29213483146067415,0.2222222222222222,0.0025342107436878768,0.471039909780558,0.014429232739091894,0.0,0.005443764576402826,0.0,0.0,0.0
56,Gaines,21492,0.003978412801070377,0.003864803939916609,0.03861003861003853,1.0,0.4011690892234515,0.1305532121334001,0.13356050616594684,0.0,0.7900778841740741,0.20992211582592546,Texas,39.0,0.0,0.0002471210398853358,0.01020552477132182,0.0,48165.0,9.0,9/10,0,1,0,0,0,0,1,0,0.005351930978040049,0.0004889414205661517,0.003924866834875245,0.00021714457775513037,0.0015625,0.0025481558262071343,0.9151320595604988,0.05672266414984773,0.21564762942891574,0.008278796439689765,0.025192489055923875,0.22117529221931945,0,0,0,0,0,1,0,0,0.09876807385443098,0.36059740045615674,0.34448160535117056,0.26385809312638586,0.07459207459207459,0.10309278350515463,0.22705808539444575,0.37216795891652404,0.627832041083476,B,B_RAC_B,0.04229071555496319,0.06117797877644042,382,36,140,0.0025254098679855135,0.0007437984345184781,7.009618754624401e-05,0.00027259628490206006,0.0038093693082521586,0.0,0.030303030303030304,0.006120212560918528,0.31018141104740415,0.0018146286990508096,0.0,0.004247610227638885,0.0,0.0,0.0
57,Galveston,342139,0.07116144759304101,0.072815873642113,0.4169884169884168,0.4366072563855863,0.3840939152158932,0.5783501928925316,0.4472902904541036,0.2847080080007407,0.8892361567342899,0.11076384326570965,Texas,5063.0,50.0,0.12316512627885137,0.3180983454995766,0.06803168959992978,48167.0,6.0,6/5S,1,0,0,1,0,0,0,0,0.08294790903182617,0.04808207413202269,0.05460771356482037,0.03450282577477185,0.06284722222222222,0.07763237453571736,0.5816039293312336,0.3805869332101529,0.13032216050923479,0.15688679903595795,0.06365190264578938,0.4103547434432796,0,0,0,0,0,0,0,1,0.2595196608891471,0.5754582176911874,0.23411371237458192,0.8669623059866962,0.5034965034965034,0.3298969072164949,0.04157448073176369,0.9450206424327862,0.054979357567213775,R,East_Texas_Gulf_Coast_RAC_R,0.14299884958439354,0.09564845808703085,304,12,196,0.001360334301581761,0.00023219630975904285,9.165643806278008e-06,0.0001497055155025408,0.05471894287420822,0.6910112359550562,1.0,0.04744403755610011,0.21504033144684848,0.01479807914327218,0.0001461394345572998,0.2986823401234761,-2.6877816588328907,0.2608288511647624,0.004628310789821194
58,Gillespie,26988,0.004951094309470983,0.0052229016926062495,0.8880308880308878,0.23510634143117126,0.036836288578545706,0.209638715559735,0.5832372288668572,1.0,0.9124589343008802,0.08754106569911935,Texas,55.0,0.0,0.0006425147037018732,0.01550125147183428,0.0,48171.0,8.0,8,0,1,0,0,0,1,0,0,0.007076075751253042,0.00015199700682817321,0.005586927790460171,0.00036480289062861904,0.005902777777777778,0.0026129394489073157,0.9516762650064499,0.007871572264941333,0.24633048698440557,0.013339063846022195,0.07579029833365092,0.16756386157515937,0,0,0,0,1,0,0,0,0.34894384495460523,0.43083454700338,0.15050167224080266,0.9046563192904657,0.6247086247086246,0.061855670103092814,0.15371660667701353,0.46672037055684223,0.5332796294431578,P,Southwest_Texas_RAC_P,0.3501413749270153,0.3177124136457517,1008,125,496,0.0016630502085686974,0.00034218301903189366,4.24334100982011e-05,0.00016837577126966195,0.0026501884037666004,0.29213483146067415,0.2222222222222222,0.0040926236955863326,0.09140674441497032,0.0020379427893878763,0.0,0.007958904970186361,0.0,0.0,0.0
59,Gonzales,20837,0.0038402526747672128,0.0037248633893601345,0.38223938223938214,0.5605839979581473,0.280905166801091,0.3460756894773809,0.41158949931855116,0.3904890894853934,0.787425446875663,0.2125745531243366,Texas,316.0,4.0,0.006993525428755004,0.32680744639108505,0.08720112517580872,48177.0,8.0,8,0,1,0,0,0,0,1,0,0.004775587966031173,0.0016113808556049694,0.006648243822339701,0.00028373558160003703,0.0046875,0.0025481558262071343,0.7766238628449769,0.2092493624297735,0.4456857352836788,0.014246084704414838,0.07795320460573728,0.2302256545831455,0,0,0,0,1,0,0,0,0.17348862327922643,0.27139952185980054,0.3946488294314381,0.5321507760532151,0.14918414918414916,0.154639175257732,0.15512003434270055,0.34961232504279527,0.6503876749572047,P,Southwest_Texas_RAC_P,0.3501413749270153,0.3177124136457517,1008,125,496,0.0016630502085686974,0.00034218301903189366,4.24334100982011e-05,0.00016837577126966195,0.005157322675554703,0.29213483146067415,0.2222222222222222,0.003907596574795561,0.49672840665188966,0.01516533090176129,0.00019196621394634543,0.0059805301289151645,-2.4395380447581494,0.2952983663615644,0.0076040362319270615
60,Gray,21886,0.004361668135954696,0.003653207083352301,0.4015444015444014,0.4958902952355533,0.3679928263421709,0.4880176322636902,0.31992090807923734,0.3428446595367043,0.5829373072857842,0.4170626927142149,Texas,126.0,4.0,0.0022982256709336234,0.10369840278140133,0.21869488536155202,48179.0,1.0,1,0,1,0,0,0,1,0,0,0.005128475954316269,0.0012733735257353255,0.006327846529696824,0.0003937555009959698,0.0008680555555555556,0.004826379891163514,0.7999841143538353,0.15553329380601144,0.39309637446251594,0.021396523312493098,0.013743869109372708,0.4337141279815434,0,0,0,0,0,0,1,0,0.1802137784163279,0.261671841938941,0.38795986622073575,0.70509977827051,0.14685314685314685,0.3402061855670103,0.13188917874715186,0.8117007350719968,0.18829926492800322,A,Panhandle_RAC_A,0.03299360063124136,0.04985399900292002,407,35,109,0.0025856173331788323,0.0009247330884040288,7.952250145980592e-05,0.00024765579026053843,0.0038521380693591315,0.02247191011235955,0.09090909090909091,0.0036080288554200283,0.30597483568778083,0.005757104998629261,0.00018276523805172256,0.007339604427041665,-1.5200777381227153,0.46764824960813445,0.047827452883302375
61,Grayson,136212,0.027816809082809243,0.028729120616952365,0.4671814671814669,0.41844162133267493,0.3028419077577277,0.47455732992991884,0.4958398158597328,0.4193230128337665,0.901318567933167,0.09868143206683211,Texas,695.0,7.0,0.016285276528443634,0.08817115147607354,0.06938449240607514,48181.0,3.0,2/3,1,0,0,0,0,0,0,1,0.03552812770637766,0.008916803428542274,0.049701630021226316,0.006094524482327326,0.0203125,0.0405005614580634,0.747710731331966,0.17153243835220972,0.4788015355200114,0.06348229550269206,0.051674453589029654,0.5614595162888316,0,0,0,0,0,0,0,1,0.16180111882126375,0.2930257481245363,0.24080267558528431,0.8669623059866962,0.3006993006993006,0.154639175257732,0.13301192087970148,0.5724499043399457,0.42755009566005436,E,North_Central_Texas_RAC_E,1.0,1.0,2692,352,1258,0.0017919377035870933,0.00033316501816813693,4.356392510965238e-05,0.00015569152780665538,0.023748460693296364,1.0,0.9292929292929293,0.022093119303945592,0.25800166094012544,0.005102340469268493,5.139047954658914e-05,0.04790056683653712,-2.668091888800607,0.2634093627912173,0.004814207786448699
62,Gregg,123945,0.025103224434922942,0.026232530614102974,0.3359073359073357,0.5141844244055129,0.3948637485113352,0.3368272376036734,0.3450780881296951,0.3220511751423557,0.9194549776695595,0.08054502233044003,Texas,682.0,13.0,0.015815746552661495,0.09765922692558926,0.13131313131313133,48183.0,4.0,4/5N,1,0,0,0,0,0,0,1,0.027288681606202035,0.027501891990714362,0.023949697625055066,0.005008801593551675,0.022569444444444444,0.028483199447179752,0.4489015438158015,0.6082582466924792,0.1921426701481425,0.05629688099879192,0.06309860262633432,0.42084024746907633,0,0,0,0,0,0,0,1,0.19446906938118386,0.28213019702673736,0.33444816053511706,0.780487804878049,0.3123543123543123,0.31958762886597936,0.024138955849816724,0.8724196959017219,0.1275803040982781,G,Piney_Woods_RAC_G,0.0998850343827316,0.11366711772665763,554,89,231,0.0020999142070449333,0.0005719530337772336,9.188415163569276e-05,0.00023848583177353964,0.029379189310759293,0.19662921348314605,0.030303030303030304,0.022980808942977507,0.4237735656294458,0.005502440598652628,0.00010488523135261608,0.14974943483781314,-2.030170492673053,0.36237153766973934,0.017243138455259672
63,Grimes,28880,0.006046965032655836,0.004940491545398907,0.5019305019305016,0.3453255499202239,0.3320246004815467,0.5506021297059618,0.513778640387081,0.4204468600366934,0.5428793822681524,0.4571206177318472,Texas,638.0,2.0,0.015000247121039886,0.49105429923386357,0.02159526297457332,48185.0,7.0,7,0,1,0,0,0,0,1,0,0.006274140850539421,0.00470234096648838,0.005286555328607473,0.0002866308426367721,0.006597222222222222,0.0055929860931156605,0.6003242493866141,0.4463806339185231,0.20360000576113219,0.007174618930943278,0.07915745245466607,0.3680373971826417,0,0,0,0,1,0,0,0,0.09307207124588596,0.2668516941001896,0.4147157190635451,0.6496674057649667,0.1375291375291375,0.3402061855670103,0.10902156325331043,0.3131608095861444,0.6868391904138557,N,Brazos_Valley_RAC_N,0.02289414391751132,0.0056975998860480034,155,10,42,0.0014375511676634244,0.00043015527217727946,2.775195304369545e-05,0.0001165582027835209,0.00534609513837169,0.15168539325842695,0.26262626262626265,0.004365758969134613,0.31735129134052464,0.02209141274238227,6.925207756232688e-05,0.011660508250422159,-3.8352812950759723,0.1469532679955547,0.00046635538294097727
64,Guadalupe,166847,0.03463370670786661,0.03492444053285315,0.38996138996138985,0.4684521285244476,0.42748489074999874,0.6343301059487003,0.3107749655027383,0.24932410638223879,0.8640128909338283,0.13598710906617129,Texas,929.0,3.0,0.022166757277714624,0.09921333694412576,0.022246142805884463,48187.0,8.0,8,1,0,0,1,0,0,0,0,0.042487286416529324,0.015628055883878538,0.03177940646401537,0.009531199332931856,0.06788194444444445,0.05084434654919236,0.6927734949045488,0.2501096977456898,0.1852982056701999,0.08407284154708644,0.14098202887333047,0.5757836855453317,0,0,0,0,0,0,0,1,0.18843680901578375,0.601632271715534,0.1137123745819398,0.8802660753880267,0.4475524475524475,0.13402061855670103,0.09644024700326914,0.7435303594804149,0.2564696405195851,P,Southwest_Texas_RAC_P,0.3501413749270153,0.3177124136457517,1008,125,496,0.0016630502085686974,0.00034218301903189366,4.24334100982011e-05,0.00016837577126966195,0.022987471702565387,0.29213483146067415,0.2222222222222222,0.020020375010325175,0.16023127155449968,0.005567975450562491,1.7980545050255625e-05,0.07724388322586045,-3.8055866424368565,0.1491514089973154,0.000494890869739805
